ParameterName,IsAnomaly,ActualValue,ExpectedValue,Time
Temperature,Yes,95,71.46125110043268,01/03/2024 10:44:55
Temperature,Yes,4,21.438606195954826,01/03/2024 10:44:42
Temperature,Yes,94,80.41420801923367,01/03/2024 10:44:41
Temperature,Yes,3,7.90972957270505,01/03/2024 10:44:39
Temperature,Yes,4,18.835587373013468,01/03/2024 10:44:29
Temperature,Yes,94,99.67342013657347,01/03/2024 10:44:27
Temperature,Yes,97,79.63333901657148,01/03/2024 10:44:18
Temperature,Yes,2,11.829275838122847,01/03/2024 10:44:16
Temperature,Yes,2,26.39902326301542,01/03/2024 10:44:14
Temperature,Yes,99,74.7937660223947,01/03/2024 10:44:13
Temperature,Yes,96,116.94737376303178,01/03/2024 10:44:12
Temperature,Yes,0,12.848924564159683,01/03/2024 10:44:10
Temperature,Yes,98,105.96510825982274,01/03/2024 10:44:06
Temperature,Yes,97,78.80785088014171,01/03/2024 10:44:01
Temperature,Yes,93,83.84142454731926,01/03/2024 10:43:51
Temperature,Yes,99,75.58103563264186,01/03/2024 10:43:47
Temperature,Yes,4,12.884150259301789,01/03/2024 10:43:43
Temperature,Yes,3,23.380745703994883,01/03/2024 10:43:41
Temperature,Yes,3,0,01/03/2024 10:43:40
Temperature,Yes,99,68.55238130652707,01/03/2024 10:43:17
Temperature,Yes,5,33.7596730609533,01/03/2024 10:43:16
Temperature,Yes,1,18.606104665705978,01/03/2024 10:43:09
Temperature,Yes,4,14.573311155729684,01/03/2024 10:42:55
Temperature,Yes,4,20.984481217179187,01/03/2024 10:42:49
Temperature,Yes,94,65.73773062459287,01/03/2024 10:42:31
Temperature,Yes,2,28.793788532096286,01/03/2024 10:42:30
Temperature,Yes,5,21.358510163009925,01/03/2024 10:42:23
Temperature,Yes,93,87.93288188484499,01/03/2024 10:41:58
Temperature,Yes,5,29.20367618425335,01/03/2024 10:41:47
Temperature,Yes,93,71.07913473937333,01/03/2024 10:41:25
Temperature,Yes,5,25.22540478986254,01/03/2024 10:41:24
Temperature,Yes,99,83.10153386217172,01/03/2024 10:41:13
Temperature,Yes,3,18.98625408054102,01/03/2024 10:41:12
Temperature,Yes,2,8.11642161550217,01/03/2024 10:41:01
Temperature,Yes,97,82.6268998021911,01/03/2024 10:40:48
Temperature,Yes,2,8.293816719643338,01/03/2024 10:40:46
Temperature,Yes,95,75.3104862599522,01/03/2024 10:40:41
Temperature,Yes,1,12.670764724245966,01/03/2024 10:40:30
Temperature,Yes,96,104.55098450893873,01/03/2024 10:40:25
Temperature,Yes,96,60.86672746949883,01/03/2024 10:40:02
Temperature,Yes,1,27.129613126486962,01/03/2024 10:39:28
Temperature,Yes,1,32.88225879982575,01/03/2024 10:39:08
Temperature,Yes,99,74.1981412016142,01/03/2024 10:39:05
Temperature,Yes,99,107.66697706713678,01/03/2024 10:38:37
Temperature,Yes,1,27.329847836864637,01/03/2024 10:38:31
Temperature,Yes,95,102.03740085679594,01/03/2024 10:38:22
Temperature,Yes,2,7.5150863879011744,01/03/2024 10:38:20
Temperature,Yes,97,89.5037672383336,01/03/2024 10:38:16
Temperature,Yes,1,0,01/03/2024 10:38:09
Temperature,Yes,99,69.5850094026656,01/03/2024 10:38:07
Temperature,Yes,1,12.87974727962973,01/03/2024 10:37:34
Temperature,Yes,95,67.04043716585358,01/03/2024 10:37:31
Temperature,Yes,2,26.71670370929212,01/03/2024 10:37:30
Temperature,Yes,93,107.03922729579826,01/03/2024 10:37:24
Temperature,Yes,96,85.29986880307538,01/03/2024 10:37:23
Temperature,Yes,96,73.63706838478241,01/03/2024 10:36:25
Temperature,Yes,94,57.89239322270171,01/03/2024 10:36:18
Temperature,Yes,99,77.25786561331248,01/03/2024 10:36:04
Temperature,Yes,98,88.50674075571867,01/03/2024 10:35:49
Temperature,Yes,96,68.46801329988094,01/03/2024 10:35:38
Temperature,Yes,1,22.308183993647027,01/03/2024 10:35:29
Temperature,Yes,97,80.16942774437722,01/03/2024 10:35:19
Temperature,Yes,1,0,01/03/2024 10:35:03
Temperature,Yes,1,10.567225951112734,01/03/2024 10:34:43
Temperature,Yes,97,76.531876704524,01/03/2024 10:34:37
Temperature,Yes,1,20.812602504050115,01/03/2024 10:34:36
Temperature,Yes,93,97.29802978788086,01/03/2024 10:34:31
Temperature,Yes,99,82.70263192983302,01/03/2024 10:34:12
Temperature,Yes,99,78.00075440825492,01/03/2024 10:34:03
Temperature,Yes,97,79.84896701131782,01/03/2024 10:33:50
Temperature,Yes,95,71.23154452136748,01/03/2024 10:33:45
Temperature,Yes,92,86.64420187254845,01/03/2024 10:33:31
Temperature,Yes,97,80.12039917654116,01/03/2024 10:33:25
Temperature,Yes,98,92.38856686847878,01/03/2024 10:33:21
Temperature,Yes,98,80.38375698995996,01/03/2024 10:33:15
Temperature,Yes,92,70.35243914102867,01/03/2024 10:33:13
Temperature,Yes,0,15.015025295059196,01/03/2024 10:33:06
Temperature,Yes,2,31.787439611720384,01/03/2024 10:33:04
Temperature,Yes,98,87.80196849243981,01/03/2024 10:32:57
Temperature,Yes,96,79.30775948069906,01/03/2024 10:32:51
Temperature,Yes,2,13.545091761906026,01/03/2024 10:32:43
Temperature,Yes,93,86.2961722812957,01/03/2024 10:32:41
Temperature,Yes,1,8.563313710425675,01/03/2024 10:32:25
Temperature,Yes,94,64.72861144939243,01/03/2024 10:32:17
Temperature,Yes,97,67.25250951810668,01/03/2024 10:32:15
Temperature,Yes,4,28.87930933508442,01/03/2024 10:32:14
Temperature,Yes,2,0,01/03/2024 10:32:13
Temperature,Yes,3,8.34477848636159,01/03/2024 10:32:10
Temperature,Yes,4,25.22521321709635,01/03/2024 10:32:03
Temperature,Yes,95,81.05575543766719,01/03/2024 10:31:53
Temperature,Yes,96,83.97565984926608,01/03/2024 10:31:47
Temperature,Yes,98,71.12129991555075,01/03/2024 10:31:41
Temperature,Yes,97,85.50456204872492,01/03/2024 10:31:36
Temperature,Yes,1,13.65304515988516,01/03/2024 10:31:17
Temperature,Yes,97,85.64234408712355,01/03/2024 10:30:56
Temperature,Yes,94,102.87908191509595,01/03/2024 10:30:50
Temperature,Yes,3,9.257936530835078,01/03/2024 10:30:41
Temperature,Yes,94,86.96681026718728,01/03/2024 10:30:38
Temperature,Yes,2,0,01/03/2024 10:30:33
Temperature,Yes,5,26.320509847292435,01/03/2024 10:30:32
Temperature,Yes,99,86.40594556172985,01/03/2024 10:30:25
Temperature,Yes,3,21.12068646803259,01/03/2024 10:30:24
Temperature,Yes,3,7.571788238962551,01/03/2024 10:30:00
Temperature,Yes,99,74.5679597980855,01/03/2024 10:29:58
Temperature,Yes,98,70.03913657934817,01/03/2024 10:29:54
Temperature,Yes,94,78.75629779224917,01/03/2024 10:29:09
Temperature,Yes,96,70.52197303448332,01/03/2024 10:29:07
Temperature,Yes,98,81.19758696646537,01/03/2024 10:29:05
Temperature,Yes,1,6.58280727024147,01/03/2024 10:28:53
Temperature,Yes,0,5.616770184377756,01/03/2024 10:28:46
Temperature,Yes,94,85.53442615455168,01/03/2024 10:28:45
Temperature,Yes,5,20.780542395660348,01/03/2024 10:26:41
Temperature,Yes,99,110.86742627595275,01/03/2024 10:26:39
Temperature,Yes,99,72.25234032320138,01/03/2024 10:26:35
Temperature,Yes,98,60.036696446617256,01/03/2024 10:26:22
Temperature,Yes,3,8.395888750018898,01/03/2024 10:26:06
Temperature,Yes,2,37.359402092925066,01/03/2024 10:25:57
Temperature,Yes,98,77.96580804020024,01/03/2024 10:25:50
Temperature,Yes,3,23.137173946041724,01/03/2024 10:25:43
Temperature,Yes,97,76.99403679613273,01/03/2024 10:25:39
Temperature,Yes,99,79.50809347404484,01/03/2024 10:25:35
Temperature,Yes,1,9.904867130776621,01/03/2024 10:25:28
Temperature,Yes,1,19.674794367555247,01/03/2024 10:25:22
Temperature,Yes,1,7.756315945881667,01/03/2024 10:25:00
Temperature,Yes,99,86.67029506052575,01/03/2024 10:24:52
Temperature,Yes,97,74.49600735122326,01/03/2024 11:48:16
Temperature,Yes,2,28.91013296000112,01/03/2024 11:46:15
Temperature,Yes,5,0,01/03/2024 11:46:10
Temperature,Yes,0,30.78866005235313,01/03/2024 11:43:50
Temperature,Yes,95,80.87724661942737,01/03/2024 11:43:30
Temperature,Yes,4,34.30804501570448,01/03/2024 11:43:15
Temperature,Yes,4,9.094001335160861,01/03/2024 11:43:00
Temperature,Yes,4,28.976649285516224,01/03/2024 11:42:10
Temperature,Yes,4,15.421177912131569,01/03/2024 11:41:05
Temperature,Yes,94,106.13204944607217,01/03/2024 11:40:35
Temperature,Yes,95,102.893229009336,01/03/2024 11:39:20
Temperature,Yes,4,11.973814951067311,01/03/2024 11:37:44
Temperature,Yes,94,83.96970233893049,01/03/2024 11:37:24
Temperature,Yes,94,67.18082483549,01/03/2024 11:35:49
Temperature,Yes,97,88.70002692896998,01/03/2024 11:32:39
Temperature,Yes,99,88.42064971834651,01/03/2024 11:32:04
Temperature,Yes,97,76.84821182246057,01/03/2024 11:30:19
Temperature,Yes,1,0,01/03/2024 11:30:09
Temperature,Yes,98,74.14269228672943,01/03/2024 11:29:39
Temperature,Yes,1,19.523162603930693,01/03/2024 11:28:49
Temperature,Yes,98,81.07820090418942,01/03/2024 11:27:58
Temperature,Yes,98,91.14887301502618,01/03/2024 11:27:28
Temperature,Yes,95,85.4442977498758,01/03/2024 11:27:18
Temperature,Yes,99,94.10769315400911,01/03/2024 11:25:58
Temperature,Yes,2,35.84071152460784,01/03/2024 11:25:38
Temperature,Yes,98,61.4590669617083,01/03/2024 11:25:33
Temperature,Yes,0,20.426106435529352,01/03/2024 11:24:48
Temperature,Yes,1,24.86619543373428,01/03/2024 11:24:18
Temperature,Yes,97,79.53457044643973,01/03/2024 11:24:13
Temperature,Yes,96,69.51750937276577,01/03/2024 11:22:13
Temperature,Yes,1,16.511846178275693,01/03/2024 11:21:08
Temperature,Yes,95,79.8971846440247,01/03/2024 11:20:23
Temperature,Yes,94,74.35603423616851,01/03/2024 11:19:28
Temperature,Yes,0,11.430938837607162,01/03/2024 11:18:17
Temperature,Yes,2,23.202829304757646,01/03/2024 11:17:12
Temperature,Yes,94,49.384861170804896,01/03/2024 11:16:52
Temperature,Yes,93,46.09447748448881,01/03/2024 11:16:42
Temperature,Yes,1,5.324617062646614,01/03/2024 11:15:52
Temperature,Yes,1,19.577460688473696,01/03/2024 11:12:17
Temperature,Yes,94,64.49261432872024,01/03/2024 11:11:22
Temperature,Yes,97,87.36214384863885,01/03/2024 11:10:32
Temperature,Yes,95,70.73408524801914,01/03/2024 11:08:11
Temperature,Yes,97,76.75651821161266,01/03/2024 11:06:16
Temperature,Yes,2,9.346446839710984,01/03/2024 11:06:01
Temperature,Yes,98,105.28338151126094,01/03/2024 11:05:36
Temperature,Yes,95,70.32423074617363,01/03/2024 11:04:56
Temperature,Yes,95,84.2187401639624,01/03/2024 11:01:31
Temperature,Yes,94,68.57510611443044,01/03/2024 11:01:06
Temperature,Yes,96,109.66966059962895,01/03/2024 10:59:55
Temperature,Yes,98,72.70188309660813,01/03/2024 10:59:35
Temperature,Yes,96,78.8432924123411,01/03/2024 10:57:25
Temperature,Yes,93,85.4357671790226,01/03/2024 10:56:30
Temperature,Yes,93,100.13345484090051,01/03/2024 10:56:05
Temperature,Yes,96,77.13319196128698,01/03/2024 10:54:25
Temperature,Yes,5,17.69073277031383,01/03/2024 10:53:40
Temperature,Yes,2,0,01/03/2024 10:47:44
Temperature,Yes,0,11.071875226635461,01/03/2024 10:46:59
Temperature,Yes,93,79.24755927842733,01/03/2024 10:46:44
Temperature,Yes,96,72.44768563848585,01/03/2024 10:45:06
Temperature,Yes,0,15.890380491731982,01/03/2024 10:45:01
Temperature,Yes,95,71.81941960196197,01/03/2024 10:44:55
Temperature,Yes,4,21.085224417802305,01/03/2024 10:44:42
Temperature,Yes,94,80.14485740074353,01/03/2024 10:44:41
Temperature,Yes,4,19.065209532700244,01/03/2024 10:44:29
Temperature,Yes,94,100.3903114308418,01/03/2024 10:44:27
Temperature,Yes,97,79.2869399455118,01/03/2024 10:44:18
Temperature,Yes,2,12.45112376052303,01/03/2024 10:44:16
Temperature,Yes,2,26.744515077309188,01/03/2024 10:44:14
Temperature,Yes,99,74.98198492972514,01/03/2024 10:44:13
Temperature,Yes,96,116.33925484831857,01/03/2024 10:44:12
Temperature,Yes,0,12.504279319164233,01/03/2024 10:44:10
Temperature,Yes,98,106.30896407997166,01/03/2024 10:44:06
Temperature,Yes,97,78.64351348502453,01/03/2024 10:44:01
Temperature,Yes,93,83.21012500112597,01/03/2024 10:43:51
Temperature,Yes,99,76.20622345086429,01/03/2024 10:43:47
Temperature,Yes,4,12.264461285588517,01/03/2024 10:43:43
Temperature,Yes,3,23.517015816652666,01/03/2024 10:43:41
Temperature,Yes,3,0,01/03/2024 10:43:40
Temperature,Yes,99,68.6733696312205,01/03/2024 10:43:17
Temperature,Yes,5,33.250993514998406,01/03/2024 10:43:16
Temperature,Yes,1,18.726781220720067,01/03/2024 10:43:09
Temperature,Yes,4,13.96990826039905,01/03/2024 10:42:55
Temperature,Yes,4,20.85170553217263,01/03/2024 10:42:49
Temperature,Yes,94,66.30373347875964,01/03/2024 10:42:31
Temperature,Yes,2,28.153465933815113,01/03/2024 10:42:30
Temperature,Yes,5,21.95642200832969,01/03/2024 10:42:23
Temperature,Yes,93,87.14726578203442,01/03/2024 10:41:58
Temperature,Yes,5,28.264913956766872,01/03/2024 10:41:47
Temperature,Yes,93,71.24362618883504,01/03/2024 10:41:25
Temperature,Yes,5,26.29679733615984,01/03/2024 10:41:24
Temperature,Yes,99,83.4630244508566,01/03/2024 10:41:13
Temperature,Yes,3,16.71212116349865,01/03/2024 10:41:12
Temperature,Yes,97,84.36402887470575,01/03/2024 10:40:48
Temperature,Yes,95,70.19281278938254,01/03/2024 10:40:41
Temperature,Yes,1,7.641598037458225,01/03/2024 10:40:30
Temperature,Yes,5,12.753276793468828,01/03/2024 10:40:14
Temperature,Yes,4,28.38977277572652,01/03/2024 10:40:08
Temperature,Yes,4,33.81637042038565,01/03/2024 10:40:03
Temperature,Yes,96,64.97865484325375,01/03/2024 10:40:02
Temperature,Yes,4,30.59670523358231,01/03/2024 10:39:30
Temperature,Yes,1,29.154463027261862,01/03/2024 10:39:28
Temperature,Yes,3,24.241741978747744,01/03/2024 10:39:15
Temperature,Yes,1,30.56920067016664,01/03/2024 10:39:08
Temperature,Yes,99,69.94423067982564,01/03/2024 10:39:05
Temperature,Yes,5,22.173074111543908,01/03/2024 10:38:56
Temperature,Yes,5,16.77287108516377,01/03/2024 10:38:39
Temperature,Yes,99,112.92241051798419,01/03/2024 10:38:37
Temperature,Yes,1,30.565985775915774,01/03/2024 10:38:31
Temperature,Yes,95,103.7239657784627,01/03/2024 10:38:22
Temperature,Yes,2,15.220235181676594,01/03/2024 10:38:20
Temperature,Yes,97,79.83460687612042,01/03/2024 10:38:16
Temperature,Yes,96,83.31882599867403,01/03/2024 10:38:11
Temperature,Yes,1,0,01/03/2024 10:38:09
Temperature,Yes,99,67.67288266889466,01/03/2024 10:38:07
Temperature,Yes,1,14.093329963650547,01/03/2024 10:37:34
Temperature,Yes,95,67.3168830699703,01/03/2024 10:37:31
Temperature,Yes,93,107.64883011958868,01/03/2024 10:37:24
Temperature,Yes,96,85.58380863424345,01/03/2024 10:37:23
Temperature,Yes,96,72.95862851693653,01/03/2024 10:36:25
Temperature,Yes,94,58.23962956218201,01/03/2024 10:36:18
Temperature,Yes,99,76.6634815179778,01/03/2024 10:36:04
Temperature,Yes,98,89.1868761655761,01/03/2024 10:35:49
Temperature,Yes,96,68.8319637957059,01/03/2024 10:35:38
Temperature,Yes,1,21.601319919076186,01/03/2024 10:35:29
Temperature,Yes,97,79.9631718923072,01/03/2024 10:35:19
Temperature,Yes,1,0,01/03/2024 10:35:03
Temperature,Yes,1,10.878010301492411,01/03/2024 10:34:43
Temperature,Yes,97,77.38567925824762,01/03/2024 10:34:37
Temperature,Yes,1,19.96515423879828,01/03/2024 10:34:36
Temperature,Yes,99,81.6732821456733,01/03/2024 10:34:12
Temperature,Yes,99,76.89165536368635,01/03/2024 10:34:03
Temperature,Yes,97,79.19372481464669,01/03/2024 10:33:50
Temperature,Yes,95,71.56727629423088,01/03/2024 10:33:45
Temperature,Yes,92,85.04676269995234,01/03/2024 10:33:31
Temperature,Yes,97,79.81826149990393,01/03/2024 10:33:25
Temperature,Yes,98,92.68069060220861,01/03/2024 10:33:21
Temperature,Yes,98,78.3498302953546,01/03/2024 10:33:15
Temperature,Yes,92,70.61917323856945,01/03/2024 10:33:13
Temperature,Yes,0,16.543379775353444,01/03/2024 10:33:06
Temperature,Yes,98,87.97943300774963,01/03/2024 10:32:57
Temperature,Yes,96,75.90209612978498,01/03/2024 10:32:51
Temperature,Yes,93,86.22895036639618,01/03/2024 10:32:41
Temperature,Yes,1,0,01/03/2024 10:32:32
Temperature,Yes,94,64.98338199532394,01/03/2024 10:32:17
Temperature,Yes,97,63.34579108433326,01/03/2024 10:32:15
Temperature,Yes,95,82.47819787088628,01/03/2024 10:31:53
Temperature,Yes,96,83.10832403596451,01/03/2024 10:31:47
Temperature,Yes,98,74.0126177725711,01/03/2024 10:31:41
Temperature,Yes,97,87.08672495194523,01/03/2024 10:31:36
Temperature,Yes,92,63.76781029871902,01/03/2024 10:31:29
Temperature,Yes,1,16.2866960325029,01/03/2024 10:31:17
Temperature,Yes,97,87.40316548189458,01/03/2024 10:30:56
Temperature,Yes,94,104.58571737021585,01/03/2024 10:30:50
Temperature,Yes,94,85.34844473161904,01/03/2024 10:30:38
Temperature,Yes,99,83.95732822066145,01/03/2024 10:30:25
Temperature,Yes,99,72.76074534903984,01/03/2024 10:29:58
Temperature,Yes,98,71.97195663607754,01/03/2024 10:29:54
Temperature,Yes,74,37.726071870351284,01/03/2024 10:29:35
Temperature,Yes,26,79.0936074390973,01/03/2024 10:29:29
Temperature,Yes,38,22.747079018537555,01/03/2024 10:29:21
Temperature,Yes,50,77.33259492899725,01/03/2024 10:29:17
Temperature,Yes,34,42.43390032148755,01/03/2024 10:29:16
Temperature,Yes,87,79.2253015595757,01/03/2024 10:29:13
Temperature,Yes,64,9.018637251465067,01/03/2024 10:29:06
Temperature,Yes,53,19.753654942799212,01/03/2024 10:29:01
Temperature,Yes,72,8.865232729609954,01/03/2024 10:28:48
Temperature,Yes,28,87.74234524669406,01/03/2024 10:26:47
Temperature,Yes,99,27.277643543174705,01/03/2024 10:26:39
Temperature,Yes,11,79.98946671807353,01/03/2024 10:26:02
Temperature,Yes,81,26.336022471620478,01/03/2024 10:25:53
Temperature,Yes,31,7.675124532643539,01/03/2024 10:25:49
Temperature,Yes,52,5.207508212808398,01/03/2024 10:25:42
Temperature,Yes,62,21.015382049191388,01/03/2024 10:25:30
Temperature,Yes,1,111.94896079631366,01/03/2024 10:25:28
Temperature,Yes,59,71.16365803661263,01/03/2024 10:25:23
Temperature,Yes,10,59.23998787198454,01/03/2024 10:25:01
Temperature,Yes,97,73.92714289450885,01/03/2024 11:48:16
Temperature,Yes,2,28.380899126401644,01/03/2024 11:46:15
Temperature,Yes,0,30.32476150376447,01/03/2024 11:43:50
Temperature,Yes,95,81.34105970797052,01/03/2024 11:43:30
Temperature,Yes,4,34.56626678153812,01/03/2024 11:43:15
Temperature,Yes,4,8.954698065880834,01/03/2024 11:43:00
Temperature,Yes,4,29.39385065369394,01/03/2024 11:42:10
Temperature,Yes,4,15.993940577651879,01/03/2024 11:41:05
Temperature,Yes,94,105.8472638702097,01/03/2024 11:40:35
Temperature,Yes,93,68.52364961122898,01/03/2024 11:40:20
Temperature,Yes,95,103.80835043814383,01/03/2024 11:39:20
Temperature,Yes,4,10.595549515031031,01/03/2024 11:37:44
Temperature,Yes,94,89.00398658036775,01/03/2024 11:37:24
Temperature,Yes,94,67.4791902220306,01/03/2024 11:35:49
Temperature,Yes,97,89.02143742493841,01/03/2024 11:32:39
Temperature,Yes,4,9.15744512793562,01/03/2024 11:32:19
Temperature,Yes,99,88.02134445484411,01/03/2024 11:32:04
Temperature,Yes,97,76.50643419881992,01/03/2024 11:30:19
Temperature,Yes,1,0,01/03/2024 11:30:09
Temperature,Yes,98,73.79147237615449,01/03/2024 11:29:39
Temperature,Yes,1,19.73958211899258,01/03/2024 11:28:49
Temperature,Yes,98,81.45410570634489,01/03/2024 11:27:58
Temperature,Yes,98,91.33537545264232,01/03/2024 11:27:28
Temperature,Yes,95,85.82999337121238,01/03/2024 11:27:18
Temperature,Yes,99,94.51234892456601,01/03/2024 11:25:58
Temperature,Yes,2,35.43147107040721,01/03/2024 11:25:38
Temperature,Yes,98,61.6537901379409,01/03/2024 11:25:33
Temperature,Yes,3,17.196886055714383,01/03/2024 11:25:08
Temperature,Yes,0,20.53889145099542,01/03/2024 11:24:48
Temperature,Yes,1,24.439288810100976,01/03/2024 11:24:18
Temperature,Yes,97,79.77016661951619,01/03/2024 11:24:13
Temperature,Yes,4,11.137860874874132,01/03/2024 11:22:58
Temperature,Yes,96,69.81738746305244,01/03/2024 11:22:13
Temperature,Yes,1,16.523088395602723,01/03/2024 11:21:08
Temperature,Yes,4,18.827727269209248,01/03/2024 11:20:28
Temperature,Yes,95,80.20289835547676,01/03/2024 11:20:23
Temperature,Yes,94,74.27817429981155,01/03/2024 11:19:28
Temperature,Yes,0,10.937818484628266,01/03/2024 11:18:17
Temperature,Yes,2,22.71812520403159,01/03/2024 11:17:12
Temperature,Yes,94,49.88385510194345,01/03/2024 11:16:52
Temperature,Yes,4,55.43853157988317,01/03/2024 11:16:47
Temperature,Yes,93,45.88420049192622,01/03/2024 11:16:42
Temperature,Yes,1,19.053522596999624,01/03/2024 11:12:17
Temperature,Yes,94,64.59387507945357,01/03/2024 11:11:22
Temperature,Yes,97,86.57684531731891,01/03/2024 11:10:32
Temperature,Yes,95,69.95953506543043,01/03/2024 11:08:11
Temperature,Yes,97,78.49502884480945,01/03/2024 11:06:16
Temperature,Yes,2,10.272235351878347,01/03/2024 11:06:01
Temperature,Yes,98,106.94910412596218,01/03/2024 11:05:36
Temperature,Yes,5,22.594132285519656,01/03/2024 11:05:26
Temperature,Yes,95,71.92854915731733,01/03/2024 11:04:56
Temperature,Yes,4,9.044378047508493,01/03/2024 11:03:01
Temperature,Yes,95,82.6447937848272,01/03/2024 11:01:31
Temperature,Yes,94,67.78817266552164,01/03/2024 11:01:06
Temperature,Yes,97,92.31064931107471,01/03/2024 11:00:35
Temperature,Yes,96,108.15635342875808,01/03/2024 10:59:55
Temperature,Yes,98,74.23565512287014,01/03/2024 10:59:35
Temperature,Yes,96,80.08158129845602,01/03/2024 10:57:25
Temperature,Yes,5,14.796576202480686,01/03/2024 10:57:20
Temperature,Yes,5,0,01/03/2024 10:56:50
Temperature,Yes,93,88.01284166789225,01/03/2024 10:56:30
Temperature,Yes,93,101.79736959020313,01/03/2024 10:56:05
Temperature,Yes,4,0,01/03/2024 10:54:45
Temperature,Yes,96,72.36035118900467,01/03/2024 10:54:25
Temperature,Yes,98,82.39714457351683,01/03/2024 10:53:45
Temperature,Yes,5,18.580906526050928,01/03/2024 10:53:40
Temperature,Yes,2,0,01/03/2024 10:47:44
Temperature,Yes,0,11.346406889562832,01/03/2024 10:46:59
Temperature,Yes,93,80.15122685720199,01/03/2024 10:46:44
Temperature,Yes,96,72.88453320101931,01/03/2024 10:45:06
Temperature,Yes,0,16.727998007432,01/03/2024 10:45:01
Temperature,Yes,95,71.57068299192186,01/03/2024 10:44:55
Temperature,Yes,4,21.3252654599991,01/03/2024 10:44:42
Temperature,Yes,94,80.48834842164881,01/03/2024 10:44:41
Temperature,Yes,3,7.823676893183066,01/03/2024 10:44:39
