ParameterName,IsSpike,Value,Time
Temperature,Yes,76,01/03/2024 10:36:31
Temperature,Yes,74,01/03/2024 10:36:26
Temperature,Yes,13,01/03/2024 10:36:24
Temperature,Yes,6,01/03/2024 10:36:19
Temperature,Yes,27,01/03/2024 10:36:17
Temperature,Yes,45,01/03/2024 10:36:15
Temperature,Yes,30,01/03/2024 10:36:13
Temperature,Yes,92,01/03/2024 10:36:10
Temperature,Yes,8,01/03/2024 10:36:05
Temperature,Yes,99,01/03/2024 10:36:04
Temperature,Yes,6,01/03/2024 10:38:00
Temperature,Yes,31,01/03/2024 10:37:58
Temperature,Yes,89,01/03/2024 10:37:56
Temperature,Yes,12,01/03/2024 10:37:46
Temperature,Yes,8,01/03/2024 10:37:45
Temperature,Yes,86,01/03/2024 10:37:41
Temperature,Yes,90,01/03/2024 10:37:38
Temperature,Yes,1,01/03/2024 10:37:34
Temperature,Yes,2,01/03/2024 10:37:30
Temperature,Yes,91,01/03/2024 10:37:27
Temperature,Yes,15,01/03/2024 10:37:26
Temperature,Yes,13,01/03/2024 10:37:13
Temperature,Yes,96,01/03/2024 10:37:12
Temperature,Yes,97,01/03/2024 10:37:11
Temperature,Yes,23,01/03/2024 10:38:57
Temperature,Yes,69,01/03/2024 10:38:51
Temperature,Yes,27,01/03/2024 10:38:50
Temperature,Yes,67,01/03/2024 10:38:47
Temperature,Yes,5,01/03/2024 10:38:39
Temperature,Yes,1,01/03/2024 10:38:31
Temperature,Yes,8,01/03/2024 10:38:29
Temperature,Yes,88,01/03/2024 10:38:28
Temperature,Yes,78,01/03/2024 10:38:24
Temperature,Yes,2,01/03/2024 10:38:20
Temperature,Yes,97,01/03/2024 10:38:16
Temperature,Yes,14,01/03/2024 10:38:12
Temperature,Yes,1,01/03/2024 10:38:09
Temperature,Yes,99,01/03/2024 10:38:07
Temperature,Yes,4,01/03/2024 10:40:03
Temperature,Yes,89,01/03/2024 10:40:00
Temperature,Yes,9,01/03/2024 10:39:57
Temperature,Yes,20,01/03/2024 10:39:51
Temperature,Yes,7,01/03/2024 10:39:43
Temperature,Yes,73,01/03/2024 10:39:42
Temperature,Yes,89,01/03/2024 10:39:36
Temperature,Yes,4,01/03/2024 10:39:30
Temperature,Yes,76,01/03/2024 10:39:29
Temperature,Yes,67,01/03/2024 10:39:27
Temperature,Yes,7,01/03/2024 10:39:22
Temperature,Yes,78,01/03/2024 10:39:18
Temperature,Yes,91,01/03/2024 10:39:17
Temperature,Yes,7,01/03/2024 10:41:02
Temperature,Yes,2,01/03/2024 10:41:01
Temperature,Yes,74,01/03/2024 10:40:52
Temperature,Yes,55,01/03/2024 10:40:51
Temperature,Yes,13,01/03/2024 10:40:50
Temperature,Yes,97,01/03/2024 10:40:48
Temperature,Yes,2,01/03/2024 10:40:46
Temperature,Yes,95,01/03/2024 10:40:41
Temperature,Yes,31,01/03/2024 10:40:36
Temperature,Yes,57,01/03/2024 10:40:32
Temperature,Yes,11,01/03/2024 10:40:31
Temperature,Yes,62,01/03/2024 10:40:26
Temperature,Yes,96,01/03/2024 10:40:25
Temperature,Yes,22,01/03/2024 10:40:20
Temperature,Yes,24,01/03/2024 10:40:19
Temperature,Yes,79,01/03/2024 10:40:18
Temperature,Yes,5,01/03/2024 10:40:14
Temperature,Yes,51,01/03/2024 10:40:09
Temperature,Yes,74,01/03/2024 10:42:06
Temperature,Yes,40,01/03/2024 10:42:02
Temperature,Yes,92,01/03/2024 10:42:01
Temperature,Yes,24,01/03/2024 10:42:00
Temperature,Yes,93,01/03/2024 10:41:58
Temperature,Yes,10,01/03/2024 10:41:57
Temperature,Yes,59,01/03/2024 10:41:51
Temperature,Yes,59,01/03/2024 10:41:48
Temperature,Yes,5,01/03/2024 10:41:47
Temperature,Yes,83,01/03/2024 10:41:44
Temperature,Yes,79,01/03/2024 10:41:42
Temperature,Yes,38,01/03/2024 10:41:39
Temperature,Yes,17,01/03/2024 10:41:38
Temperature,Yes,28,01/03/2024 10:41:32
Temperature,Yes,85,01/03/2024 10:41:29
Temperature,Yes,84,01/03/2024 10:41:28
Temperature,Yes,5,01/03/2024 10:41:24
Temperature,Yes,17,01/03/2024 10:41:15
Temperature,Yes,63,01/03/2024 10:41:14
Temperature,Yes,3,01/03/2024 10:41:12
Temperature,Yes,1,01/03/2024 10:43:09
Temperature,Yes,90,01/03/2024 10:42:58
Temperature,Yes,4,01/03/2024 10:42:55
Temperature,Yes,6,01/03/2024 10:42:53
Temperature,Yes,77,01/03/2024 10:42:52
Temperature,Yes,90,01/03/2024 10:42:46
Temperature,Yes,81,01/03/2024 10:42:45
Temperature,Yes,15,01/03/2024 10:42:40
Temperature,Yes,8,01/03/2024 10:42:39
Temperature,Yes,84,01/03/2024 10:42:33
Temperature,Yes,94,01/03/2024 10:42:31
Temperature,Yes,2,01/03/2024 10:42:30
Temperature,Yes,6,01/03/2024 10:42:24
Temperature,Yes,85,01/03/2024 10:42:22
Temperature,Yes,26,01/03/2024 10:42:15
Temperature,Yes,96,01/03/2024 10:44:12
Temperature,Yes,0,01/03/2024 10:44:10
Temperature,Yes,13,01/03/2024 10:44:00
Temperature,Yes,93,01/03/2024 10:43:51
Temperature,Yes,85,01/03/2024 10:43:50
Temperature,Yes,10,01/03/2024 10:43:48
Temperature,Yes,25,01/03/2024 10:43:46
Temperature,Yes,14,01/03/2024 10:43:42
Temperature,Yes,3,01/03/2024 10:43:40
Temperature,Yes,56,01/03/2024 10:43:38
Temperature,Yes,75,01/03/2024 10:43:35
Temperature,Yes,77,01/03/2024 10:43:32
Temperature,Yes,16,01/03/2024 10:43:28
Temperature,Yes,40,01/03/2024 10:43:22
Temperature,Yes,90,01/03/2024 10:43:21
Temperature,Yes,10,01/03/2024 10:43:18
Temperature,Yes,99,01/03/2024 10:43:17
Temperature,Yes,23,01/03/2024 10:46:24
Temperature,Yes,92,01/03/2024 10:46:14
Temperature,Yes,13,01/03/2024 10:45:59
Temperature,Yes,96,01/03/2024 10:45:06
Temperature,Yes,0,01/03/2024 10:45:01
Temperature,Yes,95,01/03/2024 10:44:55
Temperature,Yes,7,01/03/2024 10:44:54
Temperature,Yes,26,01/03/2024 10:44:48
Temperature,Yes,21,01/03/2024 10:44:45
Temperature,Yes,4,01/03/2024 10:44:42
Temperature,Yes,94,01/03/2024 10:44:41
Temperature,Yes,80,01/03/2024 10:44:33
Temperature,Yes,86,01/03/2024 10:44:32
Temperature,Yes,4,01/03/2024 10:44:29
Temperature,Yes,89,01/03/2024 10:47:34
Temperature,Yes,67,01/03/2024 10:47:09
Temperature,Yes,65,01/03/2024 10:46:54
Temperature,Yes,93,01/03/2024 10:46:44
Temperature,Yes,23,01/03/2024 10:46:24
Temperature,Yes,92,01/03/2024 10:46:14
Temperature,Yes,13,01/03/2024 10:45:59
Temperature,Yes,96,01/03/2024 10:45:06
Temperature,Yes,0,01/03/2024 10:45:01
Temperature,Yes,95,01/03/2024 10:44:55
Temperature,Yes,7,01/03/2024 10:44:54
Temperature,Yes,26,01/03/2024 10:44:48
Temperature,Yes,21,01/03/2024 10:44:45
Temperature,Yes,4,01/03/2024 10:44:42
Temperature,Yes,94,01/03/2024 10:44:41
Temperature,Yes,28,01/03/2024 10:48:19
Temperature,Yes,15,01/03/2024 10:48:09
Temperature,Yes,77,01/03/2024 10:48:04
Temperature,Yes,89,01/03/2024 10:47:54
Temperature,Yes,2,01/03/2024 10:47:44
Temperature,Yes,89,01/03/2024 10:47:34
Temperature,Yes,65,01/03/2024 10:46:54
Temperature,Yes,93,01/03/2024 10:46:44
Temperature,Yes,23,01/03/2024 10:46:24
Temperature,Yes,92,01/03/2024 10:46:14
Temperature,Yes,13,01/03/2024 10:45:59
Temperature,Yes,96,01/03/2024 10:45:06
Temperature,Yes,0,01/03/2024 10:45:01
Temperature,Yes,95,01/03/2024 10:44:55
Temperature,Yes,7,01/03/2024 10:44:54
Temperature,Yes,26,01/03/2024 10:44:48
Temperature,Yes,79,01/03/2024 10:49:34
Temperature,Yes,89,01/03/2024 10:49:29
Temperature,Yes,89,01/03/2024 10:48:59
Temperature,Yes,28,01/03/2024 10:48:19
Temperature,Yes,15,01/03/2024 10:48:09
Temperature,Yes,77,01/03/2024 10:48:04
Temperature,Yes,89,01/03/2024 10:47:54
Temperature,Yes,2,01/03/2024 10:47:44
Temperature,Yes,89,01/03/2024 10:47:34
Temperature,Yes,65,01/03/2024 10:46:54
Temperature,Yes,93,01/03/2024 10:46:44
Temperature,Yes,23,01/03/2024 10:46:24
Temperature,Yes,92,01/03/2024 10:46:14
Temperature,Yes,13,01/03/2024 10:45:59
Temperature,Yes,96,01/03/2024 10:45:06
Temperature,Yes,0,01/03/2024 10:45:01
Temperature,Yes,73,01/03/2024 10:50:35
Temperature,Yes,80,01/03/2024 10:50:25
Temperature,Yes,22,01/03/2024 10:49:59
Temperature,Yes,77,01/03/2024 10:49:49
Temperature,Yes,9,01/03/2024 10:49:44
Temperature,Yes,79,01/03/2024 10:49:34
Temperature,Yes,89,01/03/2024 10:48:59
Temperature,Yes,28,01/03/2024 10:48:19
Temperature,Yes,15,01/03/2024 10:48:09
Temperature,Yes,77,01/03/2024 10:48:04
Temperature,Yes,89,01/03/2024 10:47:54
Temperature,Yes,2,01/03/2024 10:47:44
Temperature,Yes,89,01/03/2024 10:47:34
Temperature,Yes,65,01/03/2024 10:46:54
Temperature,Yes,93,01/03/2024 10:46:44
Temperature,Yes,23,01/03/2024 10:46:24
Temperature,Yes,92,01/03/2024 10:46:14
Temperature,Yes,41,01/03/2024 10:51:10
Temperature,Yes,87,01/03/2024 10:51:05
Temperature,Yes,73,01/03/2024 10:50:35
Temperature,Yes,80,01/03/2024 10:50:25
Temperature,Yes,22,01/03/2024 10:49:59
Temperature,Yes,77,01/03/2024 10:49:49
Temperature,Yes,9,01/03/2024 10:49:44
Temperature,Yes,79,01/03/2024 10:49:34
Temperature,Yes,89,01/03/2024 10:48:59
Temperature,Yes,28,01/03/2024 10:48:19
Temperature,Yes,15,01/03/2024 10:48:09
Temperature,Yes,77,01/03/2024 10:48:04
Temperature,Yes,89,01/03/2024 10:47:54
Temperature,Yes,2,01/03/2024 10:47:44
Temperature,Yes,89,01/03/2024 10:47:34
Temperature,Yes,18,01/03/2024 10:52:45
Temperature,Yes,93,01/03/2024 10:52:35
Temperature,Yes,9,01/03/2024 10:52:10
Temperature,Yes,87,01/03/2024 10:51:05
Temperature,Yes,73,01/03/2024 10:50:35
Temperature,Yes,80,01/03/2024 10:50:25
Temperature,Yes,22,01/03/2024 10:49:59
Temperature,Yes,77,01/03/2024 10:49:49
Temperature,Yes,9,01/03/2024 10:49:44
Temperature,Yes,79,01/03/2024 10:49:34
Temperature,Yes,89,01/03/2024 10:48:59
Temperature,Yes,28,01/03/2024 10:48:19
Temperature,Yes,15,01/03/2024 10:48:09
Temperature,Yes,98,01/03/2024 10:53:45
Temperature,Yes,5,01/03/2024 10:53:40
Temperature,Yes,18,01/03/2024 10:52:45
Temperature,Yes,93,01/03/2024 10:52:35
Temperature,Yes,9,01/03/2024 10:52:10
Temperature,Yes,87,01/03/2024 10:51:05
Temperature,Yes,73,01/03/2024 10:50:35
Temperature,Yes,80,01/03/2024 10:50:25
Temperature,Yes,22,01/03/2024 10:49:59
Temperature,Yes,77,01/03/2024 10:49:49
Temperature,Yes,9,01/03/2024 10:49:44
Temperature,Yes,79,01/03/2024 10:49:34
Temperature,Yes,4,01/03/2024 10:54:50
Temperature,Yes,96,01/03/2024 10:54:25
Temperature,Yes,98,01/03/2024 10:53:45
Temperature,Yes,5,01/03/2024 10:53:40
Temperature,Yes,18,01/03/2024 10:52:45
Temperature,Yes,93,01/03/2024 10:52:35
Temperature,Yes,9,01/03/2024 10:52:10
Temperature,Yes,87,01/03/2024 10:51:05
Temperature,Yes,73,01/03/2024 10:50:35
Temperature,Yes,80,01/03/2024 10:50:25
Temperature,Yes,10,01/03/2024 10:55:40
Temperature,Yes,64,01/03/2024 10:55:25
Temperature,Yes,65,01/03/2024 10:55:20
Temperature,Yes,15,01/03/2024 10:55:05
Temperature,Yes,80,01/03/2024 10:55:00
Temperature,Yes,4,01/03/2024 10:54:50
Temperature,Yes,96,01/03/2024 10:54:25
Temperature,Yes,98,01/03/2024 10:53:45
Temperature,Yes,5,01/03/2024 10:53:40
Temperature,Yes,18,01/03/2024 10:52:45
Temperature,Yes,93,01/03/2024 10:52:35
Temperature,Yes,9,01/03/2024 10:52:10
Temperature,Yes,5,01/03/2024 10:56:50
Temperature,Yes,93,01/03/2024 10:56:30
Temperature,Yes,89,01/03/2024 10:56:25
Temperature,Yes,27,01/03/2024 10:55:55
Temperature,Yes,10,01/03/2024 10:55:40
Temperature,Yes,6,01/03/2024 10:55:35
Temperature,Yes,64,01/03/2024 10:55:25
Temperature,Yes,65,01/03/2024 10:55:20
Temperature,Yes,15,01/03/2024 10:55:05
Temperature,Yes,80,01/03/2024 10:55:00
Temperature,Yes,4,01/03/2024 10:54:50
Temperature,Yes,96,01/03/2024 10:54:25
Temperature,Yes,98,01/03/2024 10:53:45
Temperature,Yes,5,01/03/2024 10:53:40
Temperature,Yes,18,01/03/2024 10:52:45
Temperature,Yes,93,01/03/2024 10:52:35
Temperature,Yes,96,01/03/2024 10:57:25
Temperature,Yes,92,01/03/2024 10:57:10
Temperature,Yes,5,01/03/2024 10:56:50
Temperature,Yes,93,01/03/2024 10:56:30
Temperature,Yes,89,01/03/2024 10:56:25
Temperature,Yes,24,01/03/2024 10:56:15
Temperature,Yes,27,01/03/2024 10:55:55
Temperature,Yes,10,01/03/2024 10:55:40
Temperature,Yes,6,01/03/2024 10:55:35
Temperature,Yes,64,01/03/2024 10:55:25
Temperature,Yes,65,01/03/2024 10:55:20
Temperature,Yes,15,01/03/2024 10:55:05
Temperature,Yes,80,01/03/2024 10:55:00
Temperature,Yes,4,01/03/2024 10:54:50
Temperature,Yes,96,01/03/2024 10:54:25
Temperature,Yes,98,01/03/2024 10:53:45
Temperature,Yes,5,01/03/2024 10:53:40
Temperature,Yes,15,01/03/2024 10:58:55
Temperature,Yes,82,01/03/2024 10:58:35
Temperature,Yes,84,01/03/2024 10:58:15
Temperature,Yes,96,01/03/2024 10:57:25
Temperature,Yes,92,01/03/2024 10:57:10
Temperature,Yes,5,01/03/2024 10:56:50
Temperature,Yes,93,01/03/2024 10:56:30
Temperature,Yes,89,01/03/2024 10:56:25
Temperature,Yes,24,01/03/2024 10:56:15
Temperature,Yes,27,01/03/2024 10:55:55
Temperature,Yes,10,01/03/2024 10:55:40
Temperature,Yes,6,01/03/2024 10:55:35
Temperature,Yes,64,01/03/2024 10:55:25
Temperature,Yes,65,01/03/2024 10:55:20
Temperature,Yes,15,01/03/2024 10:55:05
Temperature,Yes,80,01/03/2024 10:55:00
Temperature,Yes,4,01/03/2024 10:54:50
Temperature,Yes,96,01/03/2024 10:54:25
Temperature,Yes,98,01/03/2024 10:59:35
Temperature,Yes,20,01/03/2024 10:59:30
Temperature,Yes,95,01/03/2024 10:59:05
Temperature,Yes,82,01/03/2024 10:58:35
Temperature,Yes,84,01/03/2024 10:58:15
Temperature,Yes,96,01/03/2024 10:57:25
Temperature,Yes,92,01/03/2024 10:57:10
Temperature,Yes,5,01/03/2024 10:56:50
Temperature,Yes,93,01/03/2024 10:56:30
Temperature,Yes,89,01/03/2024 10:56:25
Temperature,Yes,24,01/03/2024 10:56:15
Temperature,Yes,27,01/03/2024 10:55:55
Temperature,Yes,10,01/03/2024 10:55:40
Temperature,Yes,6,01/03/2024 10:55:35
Temperature,Yes,64,01/03/2024 10:55:25
Temperature,Yes,65,01/03/2024 10:55:20
Temperature,Yes,13,01/03/2024 11:01:01
Temperature,Yes,97,01/03/2024 11:00:35
Temperature,Yes,7,01/03/2024 11:00:05
Temperature,Yes,20,01/03/2024 10:59:30
Temperature,Yes,95,01/03/2024 10:59:05
Temperature,Yes,82,01/03/2024 10:58:35
Temperature,Yes,84,01/03/2024 10:58:15
Temperature,Yes,96,01/03/2024 10:57:25
Temperature,Yes,92,01/03/2024 10:57:10
Temperature,Yes,5,01/03/2024 10:56:50
Temperature,Yes,93,01/03/2024 10:56:30
Temperature,Yes,89,01/03/2024 10:56:25
Temperature,Yes,95,01/03/2024 11:01:31
Temperature,Yes,21,01/03/2024 11:01:11
Temperature,Yes,13,01/03/2024 11:01:01
Temperature,Yes,97,01/03/2024 11:00:35
Temperature,Yes,7,01/03/2024 11:00:05
Temperature,Yes,20,01/03/2024 10:59:30
Temperature,Yes,95,01/03/2024 10:59:05
Temperature,Yes,82,01/03/2024 10:58:35
Temperature,Yes,84,01/03/2024 10:58:15
Temperature,Yes,96,01/03/2024 10:57:25
Temperature,Yes,77,01/03/2024 11:02:46
Temperature,Yes,18,01/03/2024 11:02:31
Temperature,Yes,11,01/03/2024 11:02:26
Temperature,Yes,69,01/03/2024 11:02:16
Temperature,Yes,98,01/03/2024 11:02:11
Temperature,Yes,95,01/03/2024 11:01:31
Temperature,Yes,21,01/03/2024 11:01:11
Temperature,Yes,13,01/03/2024 11:01:01
Temperature,Yes,97,01/03/2024 11:00:35
Temperature,Yes,7,01/03/2024 11:00:05
Temperature,Yes,20,01/03/2024 10:59:30
Temperature,Yes,95,01/03/2024 10:59:05
Temperature,Yes,82,01/03/2024 10:58:35
Temperature,Yes,69,01/03/2024 11:04:06
Temperature,Yes,80,01/03/2024 11:03:36
Temperature,Yes,84,01/03/2024 11:03:16
Temperature,Yes,4,01/03/2024 11:03:01
Temperature,Yes,77,01/03/2024 11:02:46
Temperature,Yes,18,01/03/2024 11:02:31
Temperature,Yes,11,01/03/2024 11:02:26
Temperature,Yes,69,01/03/2024 11:02:16
Temperature,Yes,98,01/03/2024 11:02:11
Temperature,Yes,95,01/03/2024 11:01:31
Temperature,Yes,21,01/03/2024 11:01:11
Temperature,Yes,13,01/03/2024 11:01:01
Temperature,Yes,97,01/03/2024 11:00:35
Temperature,Yes,7,01/03/2024 11:00:05
Temperature,Yes,20,01/03/2024 10:59:30
Temperature,Yes,95,01/03/2024 11:04:56
Temperature,Yes,57,01/03/2024 11:04:26
Temperature,Yes,69,01/03/2024 11:04:06
Temperature,Yes,6,01/03/2024 11:03:51
Temperature,Yes,80,01/03/2024 11:03:36
Temperature,Yes,84,01/03/2024 11:03:16
Temperature,Yes,4,01/03/2024 11:03:01
Temperature,Yes,77,01/03/2024 11:02:46
Temperature,Yes,18,01/03/2024 11:02:31
Temperature,Yes,11,01/03/2024 11:02:26
Temperature,Yes,69,01/03/2024 11:02:16
Temperature,Yes,98,01/03/2024 11:02:11
Temperature,Yes,95,01/03/2024 11:01:31
Temperature,Yes,21,01/03/2024 11:01:11
Temperature,Yes,13,01/03/2024 11:01:01
Temperature,Yes,97,01/03/2024 11:00:35
Temperature,Yes,15,01/03/2024 11:06:11
Temperature,Yes,2,01/03/2024 11:06:01
Temperature,Yes,98,01/03/2024 11:05:36
Temperature,Yes,5,01/03/2024 11:05:26
Temperature,Yes,95,01/03/2024 11:04:56
Temperature,Yes,57,01/03/2024 11:04:26
Temperature,Yes,69,01/03/2024 11:04:06
Temperature,Yes,6,01/03/2024 11:03:51
Temperature,Yes,80,01/03/2024 11:03:36
Temperature,Yes,84,01/03/2024 11:03:16
Temperature,Yes,4,01/03/2024 11:03:01
Temperature,Yes,77,01/03/2024 11:02:46
Temperature,Yes,18,01/03/2024 11:02:31
Temperature,Yes,11,01/03/2024 11:02:26
Temperature,Yes,69,01/03/2024 11:02:16
Temperature,Yes,98,01/03/2024 11:02:11
Temperature,Yes,83,01/03/2024 11:07:11
Temperature,Yes,33,01/03/2024 11:06:56
Temperature,Yes,12,01/03/2024 11:06:51
Temperature,Yes,2,01/03/2024 11:06:36
Temperature,Yes,72,01/03/2024 11:06:26
Temperature,Yes,97,01/03/2024 11:06:16
Temperature,Yes,2,01/03/2024 11:06:01
Temperature,Yes,98,01/03/2024 11:05:36
Temperature,Yes,5,01/03/2024 11:05:26
Temperature,Yes,95,01/03/2024 11:04:56
Temperature,Yes,57,01/03/2024 11:04:26
Temperature,Yes,69,01/03/2024 11:04:06
Temperature,Yes,6,01/03/2024 11:03:51
Temperature,Yes,80,01/03/2024 11:03:36
Temperature,Yes,84,01/03/2024 11:03:16
Temperature,Yes,4,01/03/2024 11:03:01
Temperature,Yes,77,01/03/2024 11:02:46
Temperature,Yes,95,01/03/2024 11:08:11
