ParameterName,IsChangePoint,Value,Time
Temperature,Yes,2,01/31/2024 07:38:46
Temperature,Yes,34,01/31/2024 07:44:01
Temperature,Yes,53,01/31/2024 07:43:36
Temperature,Yes,37,01/31/2024 07:42:51
Temperature,Yes,9,01/31/2024 07:42:21
Temperature,Yes,4,01/31/2024 07:41:51
Temperature,Yes,81,01/31/2024 07:40:26
Temperature,Yes,90,01/31/2024 07:40:01
Temperature,Yes,82,01/31/2024 07:39:26
Temperature,Yes,8,01/31/2024 07:45:01
Temperature,Yes,62,01/31/2024 07:44:21
Temperature,Yes,92,01/31/2024 07:43:56
Temperature,Yes,37,01/31/2024 07:42:51
Temperature,Yes,9,01/31/2024 07:42:21
Temperature,Yes,4,01/31/2024 07:41:51
Temperature,Yes,81,01/31/2024 07:40:26
Temperature,Yes,5,01/31/2024 07:46:01
Temperature,Yes,38,01/31/2024 07:45:36
Temperature,Yes,7,01/31/2024 07:44:46
Temperature,Yes,12,01/31/2024 07:44:11
Temperature,Yes,4,01/31/2024 07:43:41
Temperature,Yes,37,01/31/2024 07:42:51
Temperature,Yes,9,01/31/2024 07:42:21
Temperature,Yes,4,01/31/2024 07:41:51
Temperature,Yes,95,01/31/2024 07:47:07
Temperature,Yes,87,01/31/2024 07:46:26
Temperature,Yes,5,01/31/2024 07:46:01
Temperature,Yes,38,01/31/2024 07:45:36
Temperature,Yes,7,01/31/2024 07:44:46
Temperature,Yes,12,01/31/2024 07:44:11
Temperature,Yes,4,01/31/2024 07:43:41
Temperature,Yes,37,01/31/2024 07:42:51
Temperature,Yes,62,01/31/2024 07:48:07
Temperature,Yes,8,01/31/2024 07:47:32
Temperature,Yes,87,01/31/2024 07:46:26
Temperature,Yes,5,01/31/2024 07:46:01
Temperature,Yes,38,01/31/2024 07:45:36
Temperature,Yes,7,01/31/2024 07:44:46
Temperature,Yes,12,01/31/2024 07:44:11
Temperature,Yes,4,01/31/2024 07:43:41
Temperature,Yes,12,01/31/2024 07:49:07
Temperature,Yes,60,01/31/2024 07:48:17
Temperature,Yes,8,01/31/2024 07:47:32
Temperature,Yes,87,01/31/2024 07:46:26
Temperature,Yes,5,01/31/2024 07:46:01
Temperature,Yes,38,01/31/2024 07:45:36
Temperature,Yes,7,01/31/2024 07:44:46
Temperature,Yes,98,01/31/2024 07:50:07
Temperature,Yes,12,01/31/2024 07:49:07
Temperature,Yes,60,01/31/2024 07:48:17
Temperature,Yes,8,01/31/2024 07:47:32
Temperature,Yes,87,01/31/2024 07:46:26
Temperature,Yes,5,01/31/2024 07:46:01
Temperature,Yes,38,01/31/2024 07:45:36
Temperature,Yes,17,01/31/2024 07:51:07
Temperature,Yes,12,01/31/2024 07:49:07
Temperature,Yes,60,01/31/2024 07:48:17
Temperature,Yes,8,01/31/2024 07:47:32
Temperature,Yes,10,01/31/2024 07:52:07
Temperature,Yes,77,01/31/2024 07:51:42
Temperature,Yes,33,01/31/2024 07:51:17
Temperature,Yes,12,01/31/2024 07:49:07
Temperature,Yes,60,01/31/2024 07:48:17
Temperature,Yes,8,01/31/2024 07:47:32
Temperature,Yes,7,01/31/2024 07:53:07
Temperature,Yes,77,01/31/2024 07:51:42
Temperature,Yes,33,01/31/2024 07:51:17
Temperature,Yes,12,01/31/2024 07:49:07
Temperature,Yes,15,01/31/2024 07:54:07
Temperature,Yes,65,01/31/2024 07:51:47
Temperature,Yes,99,01/31/2024 07:51:22
Temperature,Yes,60,01/31/2024 07:55:12
Temperature,Yes,1,01/31/2024 07:54:47
Temperature,Yes,87,01/31/2024 07:53:47
Temperature,Yes,65,01/31/2024 07:51:47
Temperature,Yes,99,01/31/2024 07:51:22
Temperature,Yes,9,01/31/2024 07:56:12
Temperature,Yes,27,01/31/2024 07:54:52
Temperature,Yes,72,01/31/2024 07:54:27
Temperature,Yes,87,01/31/2024 07:53:47
Temperature,Yes,65,01/31/2024 07:51:47
Temperature,Yes,24,01/31/2024 07:57:13
Temperature,Yes,98,01/31/2024 07:56:43
Temperature,Yes,27,01/31/2024 07:54:52
Temperature,Yes,72,01/31/2024 07:54:27
Temperature,Yes,87,01/31/2024 07:53:47
Temperature,Yes,44,01/31/2024 07:58:13
Temperature,Yes,69,01/31/2024 07:57:48
Temperature,Yes,7,01/31/2024 07:57:18
Temperature,Yes,98,01/31/2024 07:56:43
Temperature,Yes,27,01/31/2024 07:54:52
Temperature,Yes,72,01/31/2024 07:54:27
Temperature,Yes,87,01/31/2024 07:53:47
Temperature,Yes,84,01/31/2024 07:59:13
Temperature,Yes,7,01/31/2024 07:57:18
Temperature,Yes,98,01/31/2024 07:56:43
Temperature,Yes,27,01/31/2024 07:54:52
Temperature,Yes,52,01/31/2024 08:00:13
Temperature,Yes,85,01/31/2024 07:59:33
Temperature,Yes,7,01/31/2024 07:57:18
Temperature,Yes,98,01/31/2024 07:56:43
Temperature,Yes,33,01/31/2024 08:01:13
Temperature,Yes,85,01/31/2024 07:59:33
Temperature,Yes,7,01/31/2024 07:57:18
Temperature,Yes,98,01/31/2024 07:56:43
Temperature,Yes,34,01/31/2024 08:02:13
Temperature,Yes,75,01/31/2024 08:01:48
Temperature,Yes,33,01/31/2024 08:01:13
Temperature,Yes,85,01/31/2024 07:59:33
Temperature,Yes,62,01/31/2024 08:03:18
Temperature,Yes,5,01/31/2024 08:02:33
Temperature,Yes,90,01/31/2024 08:01:53
Temperature,Yes,33,01/31/2024 08:01:13
Temperature,Yes,85,01/31/2024 07:59:33
Temperature,Yes,17,01/31/2024 08:04:18
Temperature,Yes,14,01/31/2024 08:03:48
Temperature,Yes,99,01/31/2024 08:02:43
Temperature,Yes,90,01/31/2024 08:01:53
Temperature,Yes,33,01/31/2024 08:01:13
Temperature,Yes,55,01/31/2024 08:05:18
Temperature,Yes,17,01/31/2024 08:04:18
Temperature,Yes,14,01/31/2024 08:03:48
Temperature,Yes,99,01/31/2024 08:02:43
Temperature,Yes,90,01/31/2024 08:01:53
Temperature,Yes,33,01/31/2024 08:01:13
Temperature,Yes,95,01/31/2024 08:06:18
Temperature,Yes,83,01/31/2024 08:05:53
Temperature,Yes,14,01/31/2024 08:03:48
Temperature,Yes,99,01/31/2024 08:02:43
Temperature,Yes,90,01/31/2024 08:01:53
Temperature,Yes,93,01/31/2024 08:07:20
Temperature,Yes,95,01/31/2024 08:06:33
Temperature,Yes,7,01/31/2024 08:06:03
Temperature,Yes,14,01/31/2024 08:03:48
Temperature,Yes,99,01/31/2024 08:02:43
Temperature,Yes,8,01/31/2024 08:08:20
Temperature,Yes,56,01/31/2024 08:07:55
Temperature,Yes,95,01/31/2024 08:06:33
Temperature,Yes,7,01/31/2024 08:06:03
Temperature,Yes,14,01/31/2024 08:03:48
Temperature,Yes,58,01/31/2024 08:09:20
Temperature,Yes,28,01/31/2024 08:08:55
Temperature,Yes,14,01/31/2024 08:08:30
Temperature,Yes,69,01/31/2024 08:08:05
Temperature,Yes,1,01/31/2024 08:07:40
Temperature,Yes,95,01/31/2024 08:06:33
Temperature,Yes,7,01/31/2024 08:06:03
Temperature,Yes,18,01/31/2024 08:10:20
Temperature,Yes,28,01/31/2024 08:09:55
Temperature,Yes,8,01/31/2024 08:09:05
Temperature,Yes,69,01/31/2024 08:08:05
Temperature,Yes,1,01/31/2024 08:07:40
Temperature,Yes,95,01/31/2024 08:06:33
Temperature,Yes,7,01/31/2024 08:06:03
Temperature,Yes,91,01/31/2024 08:11:25
Temperature,Yes,29,01/31/2024 08:10:45
Temperature,Yes,88,01/31/2024 08:10:00
Temperature,Yes,8,01/31/2024 08:09:05
Temperature,Yes,69,01/31/2024 08:08:05
Temperature,Yes,1,01/31/2024 08:07:40
Temperature,Yes,82,01/31/2024 08:12:25
Temperature,Yes,60,01/31/2024 08:12:00
Temperature,Yes,83,01/31/2024 08:11:20
Temperature,Yes,27,01/31/2024 08:10:50
Temperature,Yes,88,01/31/2024 08:10:00
Temperature,Yes,8,01/31/2024 08:09:05
Temperature,Yes,69,01/31/2024 08:08:05
Temperature,Yes,79,01/31/2024 08:13:25
Temperature,Yes,15,01/31/2024 08:13:00
Temperature,Yes,84,01/31/2024 08:12:35
Temperature,Yes,50,01/31/2024 08:12:10
Temperature,Yes,83,01/31/2024 08:11:20
Temperature,Yes,27,01/31/2024 08:10:50
Temperature,Yes,88,01/31/2024 08:10:00
Temperature,Yes,8,01/31/2024 08:09:05
Temperature,Yes,13,01/31/2024 08:14:25
Temperature,Yes,6,01/31/2024 08:13:35
Temperature,Yes,15,01/31/2024 08:12:50
Temperature,Yes,82,01/31/2024 08:12:25
Temperature,Yes,60,01/31/2024 08:12:00
Temperature,Yes,83,01/31/2024 08:11:20
Temperature,Yes,27,01/31/2024 08:10:50
Temperature,Yes,88,01/31/2024 08:10:00
Temperature,Yes,66,01/31/2024 08:15:26
Temperature,Yes,83,01/31/2024 08:15:01
Temperature,Yes,6,01/31/2024 08:13:35
Temperature,Yes,15,01/31/2024 08:12:50
Temperature,Yes,82,01/31/2024 08:12:25
Temperature,Yes,60,01/31/2024 08:12:00
Temperature,Yes,83,01/31/2024 08:11:20
Temperature,Yes,27,01/31/2024 08:10:50
Temperature,Yes,2,01/31/2024 08:16:26
Temperature,Yes,44,01/31/2024 08:15:36
Temperature,Yes,5,01/31/2024 08:15:06
Temperature,Yes,6,01/31/2024 08:13:35
Temperature,Yes,15,01/31/2024 08:12:50
Temperature,Yes,82,01/31/2024 08:12:25
Temperature,Yes,60,01/31/2024 08:12:00
Temperature,Yes,77,01/31/2024 08:17:26
Temperature,Yes,39,01/31/2024 08:15:46
Temperature,Yes,55,01/31/2024 08:15:21
Temperature,Yes,13,01/31/2024 08:14:56
Temperature,Yes,6,01/31/2024 08:13:35
Temperature,Yes,15,01/31/2024 08:12:50
Temperature,Yes,76,01/31/2024 08:18:31
Temperature,Yes,10,01/31/2024 08:17:41
Temperature,Yes,26,01/31/2024 08:16:41
Temperature,Yes,39,01/31/2024 08:15:46
Temperature,Yes,55,01/31/2024 08:15:21
Temperature,Yes,13,01/31/2024 08:14:56
Temperature,Yes,19,01/31/2024 08:19:31
Temperature,Yes,95,01/31/2024 08:19:06
Temperature,Yes,97,01/31/2024 08:18:26
Temperature,Yes,10,01/31/2024 08:17:41
Temperature,Yes,26,01/31/2024 08:16:41
Temperature,Yes,39,01/31/2024 08:15:46
Temperature,Yes,55,01/31/2024 08:15:21
Temperature,Yes,13,01/31/2024 08:14:56
Temperature,Yes,76,01/31/2024 08:20:31
Temperature,Yes,95,01/31/2024 08:19:06
Temperature,Yes,97,01/31/2024 08:18:26
Temperature,Yes,10,01/31/2024 08:17:41
Temperature,Yes,26,01/31/2024 08:16:41
Temperature,Yes,21,01/31/2024 08:21:31
Temperature,Yes,35,01/31/2024 08:20:56
Temperature,Yes,76,01/31/2024 08:20:31
Temperature,Yes,95,01/31/2024 08:19:06
Temperature,Yes,97,01/31/2024 08:18:26
Temperature,Yes,10,01/31/2024 08:17:41
Temperature,Yes,45,01/31/2024 08:22:31
Temperature,Yes,56,01/31/2024 08:21:11
Temperature,Yes,81,01/31/2024 08:20:46
Temperature,Yes,17,01/31/2024 08:20:21
Temperature,Yes,95,01/31/2024 08:19:06
Temperature,Yes,97,01/31/2024 08:18:26
Temperature,Yes,92,01/31/2024 08:23:31
Temperature,Yes,64,01/31/2024 08:21:21
Temperature,Yes,35,01/31/2024 08:20:56
Temperature,Yes,76,01/31/2024 08:20:31
Temperature,Yes,95,01/31/2024 08:19:06
Temperature,Yes,55,01/31/2024 08:24:32
Temperature,Yes,4,01/31/2024 08:23:46
Temperature,Yes,64,01/31/2024 08:21:21
Temperature,Yes,35,01/31/2024 08:20:56
Temperature,Yes,76,01/31/2024 08:20:31
Temperature,Yes,4,01/31/2024 08:25:37
Temperature,Yes,64,01/31/2024 08:21:21
Temperature,Yes,48,01/31/2024 08:26:37
Temperature,Yes,40,01/31/2024 08:27:37
Temperature,Yes,41,01/31/2024 08:27:02
Temperature,Yes,34,01/31/2024 08:28:37
Temperature,Yes,17,01/31/2024 08:28:12
Temperature,Yes,57,01/31/2024 08:27:47
Temperature,Yes,2,01/31/2024 08:27:07
Temperature,Yes,61,01/31/2024 08:29:37
Temperature,Yes,9,01/31/2024 08:28:52
Temperature,Yes,89,01/31/2024 08:28:22
Temperature,Yes,94,01/31/2024 08:27:42
Temperature,Yes,2,01/31/2024 08:27:07
Temperature,Yes,16,01/31/2024 08:30:37
Temperature,Yes,9,01/31/2024 08:28:52
Temperature,Yes,89,01/31/2024 08:28:22
Temperature,Yes,94,01/31/2024 08:27:42
Temperature,Yes,2,01/31/2024 08:27:07
Temperature,Yes,43,01/31/2024 08:31:42
Temperature,Yes,84,01/31/2024 08:30:47
Temperature,Yes,16,01/31/2024 08:30:22
Temperature,Yes,9,01/31/2024 08:28:52
Temperature,Yes,89,01/31/2024 08:28:22
Temperature,Yes,94,01/31/2024 08:27:42
Temperature,Yes,2,01/31/2024 08:27:07
Temperature,Yes,82,01/31/2024 08:32:42
Temperature,Yes,81,01/31/2024 08:30:42
Temperature,Yes,42,01/31/2024 08:30:17
Temperature,Yes,9,01/31/2024 08:28:52
Temperature,Yes,89,01/31/2024 08:28:22
Temperature,Yes,13,01/31/2024 08:33:43
Temperature,Yes,47,01/31/2024 08:33:13
Temperature,Yes,22,01/31/2024 08:32:47
Temperature,Yes,6,01/31/2024 08:32:17
Temperature,Yes,81,01/31/2024 08:30:42
Temperature,Yes,42,01/31/2024 08:30:17
Temperature,Yes,58,01/31/2024 08:34:43
Temperature,Yes,86,01/31/2024 08:33:28
Temperature,Yes,22,01/31/2024 08:32:47
Temperature,Yes,6,01/31/2024 08:32:17
Temperature,Yes,81,01/31/2024 08:30:42
Temperature,Yes,42,01/31/2024 08:30:17
Temperature,Yes,92,01/31/2024 08:35:43
Temperature,Yes,6,01/31/2024 08:34:33
Temperature,Yes,86,01/31/2024 08:33:28
Temperature,Yes,22,01/31/2024 08:32:47
Temperature,Yes,6,01/31/2024 08:32:17
Temperature,Yes,38,01/31/2024 08:36:43
Temperature,Yes,85,01/31/2024 08:36:18
Temperature,Yes,96,01/31/2024 08:35:48
Temperature,Yes,6,01/31/2024 08:34:33
Temperature,Yes,86,01/31/2024 08:33:28
Temperature,Yes,22,01/31/2024 08:32:47
Temperature,Yes,6,01/31/2024 08:32:17
Temperature,Yes,13,01/31/2024 08:37:43
Temperature,Yes,85,01/31/2024 08:36:18
Temperature,Yes,96,01/31/2024 08:35:48
Temperature,Yes,6,01/31/2024 08:34:33
Temperature,Yes,86,01/31/2024 08:33:28
Temperature,Yes,94,01/31/2024 08:38:48
Temperature,Yes,72,01/31/2024 08:37:03
Temperature,Yes,85,01/31/2024 08:36:18
Temperature,Yes,96,01/31/2024 08:35:48
Temperature,Yes,6,01/31/2024 08:34:33
Temperature,Yes,21,01/31/2024 08:39:48
Temperature,Yes,94,01/31/2024 08:38:48
Temperature,Yes,72,01/31/2024 08:37:03
Temperature,Yes,85,01/31/2024 08:36:18
Temperature,Yes,96,01/31/2024 08:35:48
Temperature,Yes,85,01/31/2024 08:41:48
Temperature,Yes,0,01/31/2024 08:41:18
Temperature,Yes,20,01/31/2024 08:40:33
Temperature,Yes,94,01/31/2024 08:38:48
Temperature,Yes,69,01/31/2024 08:42:48
Temperature,Yes,46,01/31/2024 08:42:23
Temperature,Yes,33,01/31/2024 08:41:58
Temperature,Yes,31,01/31/2024 08:41:33
Temperature,Yes,69,01/31/2024 08:41:08
Temperature,Yes,20,01/31/2024 08:40:33
Temperature,Yes,94,01/31/2024 08:38:48
Temperature,Yes,69,01/31/2024 08:43:49
Temperature,Yes,69,01/31/2024 08:43:24
Temperature,Yes,96,01/31/2024 08:42:53
Temperature,Yes,29,01/31/2024 08:42:18
Temperature,Yes,85,01/31/2024 08:41:48
Temperature,Yes,53,01/31/2024 08:41:13
Temperature,Yes,20,01/31/2024 08:40:33
Temperature,Yes,90,01/31/2024 08:44:54
Temperature,Yes,65,01/31/2024 08:43:59
Temperature,Yes,6,01/31/2024 08:43:29
Temperature,Yes,2,01/31/2024 08:43:03
Temperature,Yes,97,01/31/2024 08:42:38
Temperature,Yes,18,01/31/2024 08:42:13
Temperature,Yes,85,01/31/2024 08:41:48
Temperature,Yes,53,01/31/2024 08:41:13
Temperature,Yes,20,01/31/2024 08:40:33
Temperature,Yes,94,01/31/2024 08:45:54
Temperature,Yes,23,01/31/2024 08:44:59
Temperature,Yes,65,01/31/2024 08:43:59
Temperature,Yes,6,01/31/2024 08:43:29
Temperature,Yes,2,01/31/2024 08:43:03
Temperature,Yes,97,01/31/2024 08:42:38
Temperature,Yes,18,01/31/2024 08:42:13
Temperature,Yes,85,01/31/2024 08:41:48
Temperature,Yes,7,01/31/2024 08:46:54
Temperature,Yes,93,01/31/2024 08:45:59
Temperature,Yes,23,01/31/2024 08:44:59
Temperature,Yes,65,01/31/2024 08:43:59
Temperature,Yes,6,01/31/2024 08:43:29
Temperature,Yes,2,01/31/2024 08:43:03
Temperature,Yes,97,01/31/2024 08:42:38
Temperature,Yes,2,01/31/2024 08:47:54
Temperature,Yes,98,01/31/2024 08:47:24
Temperature,Yes,7,01/31/2024 08:46:54
Temperature,Yes,93,01/31/2024 08:45:59
Temperature,Yes,23,01/31/2024 08:44:59
Temperature,Yes,65,01/31/2024 08:43:59
Temperature,Yes,6,01/31/2024 08:43:29
Temperature,Yes,37,01/31/2024 08:48:54
Temperature,Yes,89,01/31/2024 08:48:29
Temperature,Yes,80,01/31/2024 08:47:39
Temperature,Yes,7,01/31/2024 08:46:54
Temperature,Yes,93,01/31/2024 08:45:59
Temperature,Yes,23,01/31/2024 08:44:59
Temperature,Yes,56,01/31/2024 08:49:54
Temperature,Yes,68,01/31/2024 08:49:29
Temperature,Yes,89,01/31/2024 08:48:29
Temperature,Yes,80,01/31/2024 08:47:39
Temperature,Yes,7,01/31/2024 08:46:54
Temperature,Yes,93,01/31/2024 08:45:59
Temperature,Yes,59,01/31/2024 08:50:54
Temperature,Yes,29,01/31/2024 08:49:34
Temperature,Yes,89,01/31/2024 08:48:29
Temperature,Yes,80,01/31/2024 08:47:39
Temperature,Yes,7,01/31/2024 08:46:54
Temperature,Yes,90,01/31/2024 08:51:54
Temperature,Yes,15,01/31/2024 08:51:09
Temperature,Yes,29,01/31/2024 08:49:34
Temperature,Yes,89,01/31/2024 08:48:29
Temperature,Yes,80,01/31/2024 08:47:39
Temperature,Yes,34,01/31/2024 08:53:00
Temperature,Yes,64,01/31/2024 08:52:35
Temperature,Yes,15,01/31/2024 08:51:09
Temperature,Yes,29,01/31/2024 08:49:34
Temperature,Yes,89,01/31/2024 08:48:29
Temperature,Yes,48,01/31/2024 08:54:00
Temperature,Yes,86,01/31/2024 08:53:35
Temperature,Yes,19,01/31/2024 08:53:10
Temperature,Yes,7,01/31/2024 08:52:45
Temperature,Yes,15,01/31/2024 08:51:09
Temperature,Yes,29,01/31/2024 08:49:34
Temperature,Yes,93,01/31/2024 08:55:00
Temperature,Yes,86,01/31/2024 08:53:35
Temperature,Yes,19,01/31/2024 08:53:10
Temperature,Yes,7,01/31/2024 08:52:45
Temperature,Yes,15,01/31/2024 08:51:09
Temperature,Yes,17,01/31/2024 08:56:00
Temperature,Yes,9,01/31/2024 08:55:05
Temperature,Yes,86,01/31/2024 08:53:35
Temperature,Yes,19,01/31/2024 08:53:10
Temperature,Yes,7,01/31/2024 08:52:45
