ParameterName,IsAnomaly,ActualValue,ExpectedValue,Time
Temperature,Yes,1,21.278131363392426,01/03/2024 10:25:22
Temperature,Yes,1,11.135857816315925,01/03/2024 10:25:00
Temperature,Yes,99,90.50772676375297,01/03/2024 10:24:52
Temperature,Yes,8,31.15507725078284,01/03/2024 10:24:44
Temperature,Yes,5,20.42313026993399,01/03/2024 10:26:41
Temperature,Yes,99,116.38362855240243,01/03/2024 10:26:39
Temperature,Yes,99,67.71014268978186,01/03/2024 10:26:35
Temperature,Yes,11,54.101610042192014,01/03/2024 10:26:21
Temperature,Yes,11,42.7452341057965,01/03/2024 10:26:02
Temperature,Yes,2,37.96891877343026,01/03/2024 10:25:57
Temperature,Yes,3,21.64236160661705,01/03/2024 10:25:43
Temperature,Yes,8,40.749652992503876,01/03/2024 10:25:38
Temperature,Yes,99,78.00449067240694,01/03/2024 10:25:35
Temperature,Yes,1,9.172655334711598,01/03/2024 10:25:28
Temperature,Yes,1,21.27813136339244,01/03/2024 10:25:22
Temperature,Yes,1,11.135857816315928,01/03/2024 10:25:00
Temperature,Yes,99,90.50772676375297,01/03/2024 10:24:52
Temperature,Yes,8,31.15507725078283,01/03/2024 10:24:44
Temperature,Yes,98,79.73021264697122,01/03/2024 10:29:05
Temperature,Yes,6,26.697254089328723,01/03/2024 10:28:56
Temperature,Yes,1,7.923633799825071,01/03/2024 10:28:53
Temperature,Yes,0,5.214593884697875,01/03/2024 10:28:46
Temperature,Yes,5,21.010530509560212,01/03/2024 10:26:41
Temperature,Yes,99,112.28697529305754,01/03/2024 10:26:39
Temperature,Yes,99,70.8285619101212,01/03/2024 10:26:35
Temperature,Yes,98,59.01339169926568,01/03/2024 10:26:22
Temperature,Yes,2,37.6742184547034,01/03/2024 10:25:57
Temperature,Yes,98,79.42078384760423,01/03/2024 10:25:50
Temperature,Yes,3,22.443817940878315,01/03/2024 10:25:43
Temperature,Yes,97,77.65150697076973,01/03/2024 10:25:39
Temperature,Yes,8,42.10333394644316,01/03/2024 10:25:38
Temperature,Yes,99,78.88789806821482,01/03/2024 10:25:35
Temperature,Yes,1,9.222467811869059,01/03/2024 10:25:28
Temperature,Yes,1,20.17057336604236,01/03/2024 10:25:22
Temperature,Yes,1,9.15897960404737,01/03/2024 10:25:00
Temperature,Yes,99,87.94569357822253,01/03/2024 10:24:52
Temperature,Yes,8,27.149540562193415,01/03/2024 10:24:44
Temperature,Yes,98,79.73021264697121,01/03/2024 10:29:05
Temperature,Yes,6,26.697254089328723,01/03/2024 10:28:56
Temperature,Yes,1,7.923633799825056,01/03/2024 10:28:53
Temperature,Yes,0,5.2145938846978845,01/03/2024 10:28:46
Temperature,Yes,5,21.010530509560212,01/03/2024 10:26:41
Temperature,Yes,99,112.28697529305754,01/03/2024 10:26:39
Temperature,Yes,99,70.8285619101212,01/03/2024 10:26:35
Temperature,Yes,98,59.01339169926569,01/03/2024 10:26:22
Temperature,Yes,2,37.6742184547034,01/03/2024 10:25:57
Temperature,Yes,98,79.42078384760424,01/03/2024 10:25:50
Temperature,Yes,3,22.443817940878315,01/03/2024 10:25:43
Temperature,Yes,97,77.65150697076974,01/03/2024 10:25:39
Temperature,Yes,8,42.10333394644316,01/03/2024 10:25:38
Temperature,Yes,99,78.88789806821481,01/03/2024 10:25:35
Temperature,Yes,1,9.222467811869063,01/03/2024 10:25:28
Temperature,Yes,1,20.170573366042362,01/03/2024 10:25:22
Temperature,Yes,1,9.15897960404737,01/03/2024 10:25:00
Temperature,Yes,99,87.94569357822255,01/03/2024 10:24:52
Temperature,Yes,8,27.14954056219342,01/03/2024 10:24:44
Temperature,Yes,8,17.830794687243362,01/03/2024 10:30:48
Temperature,Yes,3,15.101849598506124,01/03/2024 10:30:41
Temperature,Yes,2,0,01/03/2024 10:30:33
Temperature,Yes,5,25.5266240016657,01/03/2024 10:30:32
Temperature,Yes,99,90.50915478610597,01/03/2024 10:30:25
Temperature,Yes,3,20.19039361487307,01/03/2024 10:30:24
Temperature,Yes,99,77.80328536445913,01/03/2024 10:29:58
Temperature,Yes,98,66.9429143327238,01/03/2024 10:29:54
Temperature,Yes,97,91.78456704261114,01/03/2024 10:29:44
Temperature,Yes,96,71.89382519495494,01/03/2024 10:29:07
Temperature,Yes,98,79.07052815626004,01/03/2024 10:29:05
Temperature,Yes,6,27.768599250594693,01/03/2024 10:28:56
Temperature,Yes,1,8.574865449108353,01/03/2024 10:28:53
Temperature,Yes,0,5.3105696714011845,01/03/2024 10:28:46
Temperature,Yes,5,20.961618622109928,01/03/2024 10:26:41
Temperature,Yes,99,113.26783865728206,01/03/2024 10:26:39
Temperature,Yes,99,69.85121516258481,01/03/2024 10:26:35
Temperature,Yes,98,58.32248182511016,01/03/2024 10:26:22
Temperature,Yes,2,37.59870110793483,01/03/2024 10:25:57
Temperature,Yes,98,80.55837936382214,01/03/2024 10:25:50
Temperature,Yes,3,21.506327074185574,01/03/2024 10:25:43
Temperature,Yes,97,78.63508616158045,01/03/2024 10:25:39
Temperature,Yes,8,40.82934801511696,01/03/2024 10:25:38
Temperature,Yes,99,77.85114595841378,01/03/2024 10:25:35
Temperature,Yes,1,9.401401340589818,01/03/2024 10:25:28
Temperature,Yes,1,21.427932303408515,01/03/2024 10:25:22
Temperature,Yes,1,11.249229091601403,01/03/2024 10:25:00
Temperature,Yes,99,90.67888030754357,01/03/2024 10:24:52
Temperature,Yes,8,31.35778339103322,01/03/2024 10:24:44
Temperature,Yes,98,87.29810834615819,01/03/2024 10:24:37
Temperature,Yes,8,17.83079468724337,01/03/2024 10:30:48
Temperature,Yes,3,15.101849598506114,01/03/2024 10:30:41
Temperature,Yes,2,0,01/03/2024 10:30:33
Temperature,Yes,5,25.526624001665713,01/03/2024 10:30:32
Temperature,Yes,99,90.50915478610597,01/03/2024 10:30:25
Temperature,Yes,3,20.190393614873066,01/03/2024 10:30:24
Temperature,Yes,99,77.80328536445911,01/03/2024 10:29:58
Temperature,Yes,98,66.94291433272382,01/03/2024 10:29:54
Temperature,Yes,97,91.78456704261116,01/03/2024 10:29:44
Temperature,Yes,96,71.89382519495494,01/03/2024 10:29:07
Temperature,Yes,98,79.07052815626004,01/03/2024 10:29:05
Temperature,Yes,6,27.768599250594683,01/03/2024 10:28:56
Temperature,Yes,1,8.57486544910834,01/03/2024 10:28:53
Temperature,Yes,0,5.310569671401189,01/03/2024 10:28:46
Temperature,Yes,5,20.96161862210992,01/03/2024 10:26:41
Temperature,Yes,99,113.26783865728207,01/03/2024 10:26:39
Temperature,Yes,99,69.85121516258481,01/03/2024 10:26:35
Temperature,Yes,98,58.322481825110174,01/03/2024 10:26:22
Temperature,Yes,2,37.59870110793483,01/03/2024 10:25:57
Temperature,Yes,98,80.55837936382213,01/03/2024 10:25:50
Temperature,Yes,3,21.506327074185567,01/03/2024 10:25:43
Temperature,Yes,97,78.63508616158042,01/03/2024 10:25:39
Temperature,Yes,8,40.82934801511697,01/03/2024 10:25:38
Temperature,Yes,99,77.85114595841378,01/03/2024 10:25:35
Temperature,Yes,1,9.401401340589794,01/03/2024 10:25:28
Temperature,Yes,1,21.427932303408504,01/03/2024 10:25:22
Temperature,Yes,1,11.249229091601414,01/03/2024 10:25:00
Temperature,Yes,99,90.67888030754358,01/03/2024 10:24:52
Temperature,Yes,8,31.35778339103321,01/03/2024 10:24:44
Temperature,Yes,98,87.29810834615819,01/03/2024 10:24:37
Temperature,Yes,95,79.14023372018161,01/03/2024 10:31:53
Temperature,Yes,96,84.56712136597365,01/03/2024 10:31:47
Temperature,Yes,98,69.23683347341236,01/03/2024 10:31:41
Temperature,Yes,97,84.77603950750157,01/03/2024 10:31:36
Temperature,Yes,1,12.480465293769644,01/03/2024 10:31:17
Temperature,Yes,97,85.195087651564,01/03/2024 10:30:56
Temperature,Yes,94,101.95236837504578,01/03/2024 10:30:50
Temperature,Yes,3,10.204282269290722,01/03/2024 10:30:41
Temperature,Yes,94,87.82050858176012,01/03/2024 10:30:38
Temperature,Yes,2,0,01/03/2024 10:30:33
Temperature,Yes,5,25.83257437777665,01/03/2024 10:30:32
Temperature,Yes,99,87.32009299153685,01/03/2024 10:30:25
Temperature,Yes,3,20.61135045847854,01/03/2024 10:30:24
Temperature,Yes,99,75.23345900841231,01/03/2024 10:29:58
Temperature,Yes,98,69.39049569833641,01/03/2024 10:29:54
Temperature,Yes,97,92.33397449785656,01/03/2024 10:29:44
Temperature,Yes,94,79.21530730385095,01/03/2024 10:29:09
Temperature,Yes,96,71.31822182959782,01/03/2024 10:29:07
Temperature,Yes,98,80.75739372112889,01/03/2024 10:29:05
Temperature,Yes,1,6.9634530141094295,01/03/2024 10:28:53
Temperature,Yes,0,6.011209476988771,01/03/2024 10:28:46
Temperature,Yes,94,85.8721489069943,01/03/2024 10:28:45
Temperature,Yes,5,20.288797640037313,01/03/2024 10:26:41
Temperature,Yes,99,111.74506405348342,01/03/2024 10:26:39
Temperature,Yes,99,71.37576068976124,01/03/2024 10:26:35
Temperature,Yes,98,58.94530133113459,01/03/2024 10:26:22
Temperature,Yes,2,38.34982400165072,01/03/2024 10:25:57
Temperature,Yes,98,78.8002746399152,01/03/2024 10:25:50
Temperature,Yes,3,23.420698794478053,01/03/2024 10:25:43
Temperature,Yes,97,76.64274741673958,01/03/2024 10:25:39
Temperature,Yes,99,79.93453913916693,01/03/2024 10:25:35
Temperature,Yes,1,8.327120875528545,01/03/2024 10:25:28
Temperature,Yes,1,18.962979110050753,01/03/2024 10:25:22
Temperature,Yes,1,8.359782569066759,01/03/2024 10:25:00
Temperature,Yes,99,87.15023923097786,01/03/2024 10:24:52
Temperature,Yes,95,78.40175420185744,01/03/2024 10:31:53
Temperature,Yes,96,84.74784430167074,01/03/2024 10:31:47
Temperature,Yes,98,67.60761352862806,01/03/2024 10:31:41
Temperature,Yes,97,83.44301702068306,01/03/2024 10:31:36
Temperature,Yes,1,11.322994011896938,01/03/2024 10:31:17
Temperature,Yes,94,98.30396112653952,01/03/2024 10:31:08
Temperature,Yes,97,83.8695682691187,01/03/2024 10:30:56
Temperature,Yes,94,102.09900794619031,01/03/2024 10:30:50
Temperature,Yes,3,10.943754530155331,01/03/2024 10:30:41
Temperature,Yes,94,87.50753045259242,01/03/2024 10:30:38
Temperature,Yes,2,0,01/03/2024 10:30:33
Temperature,Yes,5,24.515172836881476,01/03/2024 10:30:32
Temperature,Yes,99,87.9042548739386,01/03/2024 10:30:25
Temperature,Yes,3,19.290609382016335,01/03/2024 10:30:24
Temperature,Yes,99,74.30939013860012,01/03/2024 10:29:58
Temperature,Yes,98,70.3904982936645,01/03/2024 10:29:54
Temperature,Yes,97,90.92408230936063,01/03/2024 10:29:44
Temperature,Yes,96,100.63873478058552,01/03/2024 10:29:43
Temperature,Yes,94,76.76505952142536,01/03/2024 10:29:09
Temperature,Yes,96,73.16509084265822,01/03/2024 10:29:07
Temperature,Yes,98,83.46265310084208,01/03/2024 10:29:05
Temperature,Yes,0,12.268894104617297,01/03/2024 10:28:46
Temperature,Yes,94,80.981039374794,01/03/2024 10:28:45
Temperature,Yes,84,9.406398865499863,01/03/2024 10:26:38
Temperature,Yes,26,39.34400584674758,01/03/2024 10:26:34
Temperature,Yes,47,36.19924369851095,01/03/2024 10:26:29
Temperature,Yes,14,22.181782476618174,01/03/2024 10:26:16
Temperature,Yes,42,43.39310817905313,01/03/2024 10:26:11
Temperature,Yes,77,78.39140510710604,01/03/2024 10:26:08
Temperature,Yes,91,11.330657153436452,01/03/2024 10:26:01
Temperature,Yes,76,21.05690138702641,01/03/2024 10:25:56
Temperature,Yes,52,8.474029289728021,01/03/2024 10:25:42
Temperature,Yes,27,87.49595814600771,01/03/2024 10:25:34
Temperature,Yes,80,26.99023882806809,01/03/2024 10:25:26
Temperature,Yes,59,28.985163804152283,01/03/2024 10:25:23
Temperature,Yes,72,18.12050651352024,01/03/2024 10:25:04
Temperature,Yes,64,20.490653088386434,01/03/2024 10:25:02
Temperature,Yes,1,109.60094850886547,01/03/2024 10:25:00
Temperature,Yes,30,73.38483124399747,01/03/2024 10:24:56
Temperature,Yes,12,52.72846073441999,01/03/2024 10:24:42
Temperature,Yes,3,0,01/03/2024 10:32:59
Temperature,Yes,3,15.10026573446346,01/03/2024 10:32:58
Temperature,Yes,98,82.34967148967789,01/03/2024 10:32:57
Temperature,Yes,96,73.65232079393076,01/03/2024 10:32:51
Temperature,Yes,2,7.924199805098091,01/03/2024 10:32:43
Temperature,Yes,1,0,01/03/2024 10:32:32
Temperature,Yes,3,7.406477579644157,01/03/2024 10:32:21
Temperature,Yes,94,63.67988589392635,01/03/2024 10:32:17
Temperature,Yes,97,63.76344578067607,01/03/2024 10:32:15
Temperature,Yes,2,0,01/03/2024 10:32:13
Temperature,Yes,95,81.59106012606391,01/03/2024 10:31:53
Temperature,Yes,96,82.72263227085736,01/03/2024 10:31:47
Temperature,Yes,98,73.26689856468946,01/03/2024 10:31:41
Temperature,Yes,97,86.35256753882194,01/03/2024 10:31:36
Temperature,Yes,1,15.641100463297576,01/03/2024 10:31:17
Temperature,Yes,97,86.856679716226,01/03/2024 10:30:56
Temperature,Yes,94,104.20073172938808,01/03/2024 10:30:50
Temperature,Yes,3,7.492946370204642,01/03/2024 10:30:41
Temperature,Yes,94,85.80590961514949,01/03/2024 10:30:38
Temperature,Yes,2,0,01/03/2024 10:30:33
Temperature,Yes,99,84.73067190019663,01/03/2024 10:30:25
Temperature,Yes,3,22.49408262914485,01/03/2024 10:30:24
Temperature,Yes,3,9.037368820556484,01/03/2024 10:30:00
Temperature,Yes,99,73.87385079625427,01/03/2024 10:29:58
Temperature,Yes,98,70.68996543523829,01/03/2024 10:29:54
Temperature,Yes,94,78.57538750194398,01/03/2024 10:29:09
Temperature,Yes,96,68.88214689462401,01/03/2024 10:29:07
Temperature,Yes,98,81.33461762433143,01/03/2024 10:29:05
Temperature,Yes,1,6.580743131669135,01/03/2024 10:28:53
Temperature,Yes,94,85.62598734966285,01/03/2024 10:28:45
Temperature,Yes,99,109.79771845944848,01/03/2024 10:26:39
Temperature,Yes,99,73.29652763269833,01/03/2024 10:26:35
Temperature,Yes,97,91.63783304731183,01/03/2024 10:26:31
Temperature,Yes,98,61.87452907934042,01/03/2024 10:26:22
Temperature,Yes,3,10.316432431046344,01/03/2024 10:26:06
Temperature,Yes,2,35.31876790311822,01/03/2024 10:25:57
Temperature,Yes,98,77.26823686738109,01/03/2024 10:25:50
Temperature,Yes,99,92.97207578989581,01/03/2024 10:25:45
Temperature,Yes,3,21.94155475059001,01/03/2024 10:25:43
Temperature,Yes,97,78.29253115769289,01/03/2024 10:25:39
Temperature,Yes,99,78.0975036628595,01/03/2024 10:25:35
Temperature,Yes,1,12.650938667282876,01/03/2024 10:25:28
Temperature,Yes,1,21.499541958330777,01/03/2024 10:25:22
Temperature,Yes,1,7.6634744426805375,01/03/2024 10:25:00
Temperature,Yes,99,86.82290359511745,01/03/2024 10:24:52
Temperature,Yes,98,82.2165878670077,01/03/2024 10:24:37
Temperature,Yes,3,11.826019047703717,01/03/2024 10:32:58
Temperature,Yes,98,85.43979275476117,01/03/2024 10:32:57
Temperature,Yes,96,71.34890986834746,01/03/2024 10:32:51
Temperature,Yes,1,0,01/03/2024 10:32:32
Temperature,Yes,94,64.46195991721257,01/03/2024 10:32:17
Temperature,Yes,97,67.39439536126535,01/03/2024 10:32:15
Temperature,Yes,2,0,01/03/2024 10:32:13
Temperature,Yes,3,8.472663801761101,01/03/2024 10:32:10
Temperature,Yes,95,81.44040575035365,01/03/2024 10:31:53
Temperature,Yes,96,85.20774949225594,01/03/2024 10:31:47
Temperature,Yes,98,70.0828752174871,01/03/2024 10:31:41
Temperature,Yes,97,85.57680085866343,01/03/2024 10:31:36
Temperature,Yes,1,11.250431217894477,01/03/2024 10:31:17
Temperature,Yes,1,5.66233515090609,01/03/2024 10:31:05
Temperature,Yes,97,82.84896004944926,01/03/2024 10:30:56
Temperature,Yes,11,87.725579354684,01/03/2024 10:30:45
Temperature,Yes,59,21.72216374496171,01/03/2024 10:30:44
Temperature,Yes,55,76.49846037337193,01/03/2024 10:30:18
Temperature,Yes,18,68.17889059939706,01/03/2024 10:30:14
Temperature,Yes,27,71.29775618345472,01/03/2024 10:29:28
Temperature,Yes,67,79.93472211430836,01/03/2024 10:29:26
Temperature,Yes,34,26.768248118296363,01/03/2024 10:29:16
Temperature,Yes,87,7.736857050000632,01/03/2024 10:29:13
Temperature,Yes,64,5.503828095645201,01/03/2024 10:29:06
Temperature,Yes,13,20.762398269711557,01/03/2024 10:28:54
Temperature,Yes,32,112.29434830727634,01/03/2024 10:28:52
Temperature,Yes,72,70.82670970321982,01/03/2024 10:28:48
Temperature,Yes,39,58.87119771005917,01/03/2024 10:26:42
Temperature,Yes,41,37.871392108907706,01/03/2024 10:26:17
Temperature,Yes,42,79.41512422462618,01/03/2024 10:26:11
Temperature,Yes,36,22.5853545158824,01/03/2024 10:26:04
Temperature,Yes,54,77.5124951386569,01/03/2024 10:26:00
Temperature,Yes,26,42.08899356407849,01/03/2024 10:25:59
Temperature,Yes,76,79.02355494199459,01/03/2024 10:25:56
Temperature,Yes,34,8.994824490448586,01/03/2024 10:25:48
Temperature,Yes,3,20.05523557238528,01/03/2024 10:25:43
Temperature,Yes,62,9.391158511392323,01/03/2024 10:25:30
Temperature,Yes,78,88.4304413036916,01/03/2024 10:25:20
Temperature,Yes,72,28.395363214006856,01/03/2024 10:25:04
Temperature,Yes,71,8.232337455924936,01/03/2024 10:24:50
Temperature,Yes,12,0,01/03/2024 10:24:42
Temperature,Yes,85,27.57117023282145,01/03/2024 10:24:41
Temperature,Yes,3,14.056920944380373,01/03/2024 10:34:08
Temperature,Yes,99,74.78169984506512,01/03/2024 10:34:03
Temperature,Yes,97,81.10559475462662,01/03/2024 10:33:50
Temperature,Yes,97,77.70244091119612,01/03/2024 10:33:25
Temperature,Yes,98,77.26254582001737,01/03/2024 10:33:15
Temperature,Yes,0,16.193594429247675,01/03/2024 10:33:06
Temperature,Yes,2,28.007681606921317,01/03/2024 10:33:04
Temperature,Yes,98,89.3863064814889,01/03/2024 10:32:57
Temperature,Yes,96,74.804262680339,01/03/2024 10:32:51
Temperature,Yes,2,8.035038743468945,01/03/2024 10:32:43
Temperature,Yes,6,15.886063997428396,01/03/2024 10:32:36
Temperature,Yes,1,0,01/03/2024 10:32:32
Temperature,Yes,97,64.5162059299839,01/03/2024 10:32:15
Temperature,Yes,4,31.806987773489638,01/03/2024 10:32:14
Temperature,Yes,2,0,01/03/2024 10:32:13
Temperature,Yes,4,27.280374568766227,01/03/2024 10:32:03
Temperature,Yes,96,84.43641432024026,01/03/2024 10:31:47
Temperature,Yes,98,73.52608782141655,01/03/2024 10:31:41
Temperature,Yes,6,36.50491277924443,01/03/2024 10:31:40
Temperature,Yes,97,87.62661814511745,01/03/2024 10:31:36
Temperature,Yes,6,31.91591243180164,01/03/2024 10:31:26
Temperature,Yes,1,15.598230366775361,01/03/2024 10:31:17
Temperature,Yes,6,18.293265632508387,01/03/2024 10:31:02
Temperature,Yes,97,87.6249752839893,01/03/2024 10:30:56
Temperature,Yes,3,7.8627141926979505,01/03/2024 10:30:41
Temperature,Yes,2,0,01/03/2024 10:30:33
Temperature,Yes,5,28.194228000858256,01/03/2024 10:30:32
Temperature,Yes,99,85.22105030018668,01/03/2024 10:30:25
Temperature,Yes,3,22.95738576890802,01/03/2024 10:30:24
Temperature,Yes,3,9.295883950513748,01/03/2024 10:30:00
Temperature,Yes,99,75.07375289801958,01/03/2024 10:29:58
Temperature,Yes,98,69.48541731546625,01/03/2024 10:29:54
Temperature,Yes,96,69.05989623290647,01/03/2024 10:29:07
Temperature,Yes,98,80.07773896034382,01/03/2024 10:29:05
Temperature,Yes,6,25.204901214985973,01/03/2024 10:28:56
Temperature,Yes,1,7.850790779882367,01/03/2024 10:28:53
Temperature,Yes,5,22.74906108389404,01/03/2024 10:26:41
Temperature,Yes,99,111.07632867335157,01/03/2024 10:26:39
Temperature,Yes,99,71.98375679628488,01/03/2024 10:26:35
Temperature,Yes,98,61.16685302863702,01/03/2024 10:26:22
Temperature,Yes,3,9.394144482673916,01/03/2024 10:26:06
Temperature,Yes,2,35.107668478100166,01/03/2024 10:25:57
Temperature,Yes,98,79.06488299253084,01/03/2024 10:25:50
Temperature,Yes,3,20.548594394022743,01/03/2024 10:25:43
Temperature,Yes,97,79.69759463013541,01/03/2024 10:25:39
Temperature,Yes,99,76.67883893076274,01/03/2024 10:25:35
Temperature,Yes,1,12.50606166013609,01/03/2024 10:25:28
Temperature,Yes,1,22.972348483323387,01/03/2024 10:25:22
Temperature,Yes,1,10.3781912491654,01/03/2024 10:25:00
Temperature,Yes,99,89.88329438817368,01/03/2024 10:24:52
Temperature,Yes,98,75.98775563556588,01/03/2024 10:24:37
Temperature,Yes,3,22.82110009084941,01/03/2024 10:34:08
Temperature,Yes,99,75.10920025126565,01/03/2024 10:34:03
Temperature,Yes,97,79.90095617556761,01/03/2024 10:33:50
Temperature,Yes,97,77.64323821448296,01/03/2024 10:33:25
Temperature,Yes,98,80.75788878242736,01/03/2024 10:33:15
Temperature,Yes,0,8.746635062972814,01/03/2024 10:33:06
Temperature,Yes,2,29.71204390989073,01/03/2024 10:33:04
Temperature,Yes,61,11.06087358441283,01/03/2024 10:32:56
Temperature,Yes,30,0,01/03/2024 10:32:48
Temperature,Yes,89,24.191230756067927,01/03/2024 10:32:47
Temperature,Yes,53,88.23996288196709,01/03/2024 10:32:40
Temperature,Yes,36,18.971509227493833,01/03/2024 10:32:39
Temperature,Yes,2,75.01072791267919,01/03/2024 10:32:13
Temperature,Yes,80,69.59861250211166,01/03/2024 10:32:09
Temperature,Yes,60,90.67783820956957,01/03/2024 10:31:59
Temperature,Yes,38,73.03700144179264,01/03/2024 10:31:22
Temperature,Yes,75,80.80589349021253,01/03/2024 10:31:20
Temperature,Yes,94,6.957346609024267,01/03/2024 10:31:08
Temperature,Yes,58,7.258669698269733,01/03/2024 10:31:01
Temperature,Yes,68,19.041063922308172,01/03/2024 10:30:49
Temperature,Yes,57,113.10645187435836,01/03/2024 10:30:47
Temperature,Yes,73,69.98657594914418,01/03/2024 10:30:43
Temperature,Yes,12,57.00283301329625,01/03/2024 10:30:30
Temperature,Yes,83,39.61884164878865,01/03/2024 10:30:05
Temperature,Yes,34,80.67854956705243,01/03/2024 10:29:59
Temperature,Yes,40,22.90382314922907,01/03/2024 10:29:52
Temperature,Yes,19,77.21889261757978,01/03/2024 10:29:48
Temperature,Yes,97,79.29167780172546,01/03/2024 10:29:44
Temperature,Yes,66,7.040023721294483,01/03/2024 10:29:37
Temperature,Yes,21,19.86730302323187,01/03/2024 10:29:32
Temperature,Yes,39,11.575683369846214,01/03/2024 10:29:18
Temperature,Yes,66,91.01716093940554,01/03/2024 10:29:10
Temperature,Yes,1,0,01/03/2024 10:28:53
Temperature,Yes,32,24.597811664428065,01/03/2024 10:28:52
Temperature,Yes,56,78.18843587474096,01/03/2024 10:28:51
Temperature,Yes,94,68.35740729194848,01/03/2024 10:28:45
Temperature,Yes,12,9.374901662224762,01/03/2024 10:26:43
Temperature,Yes,76,0,01/03/2024 10:26:33
Temperature,Yes,98,10.122340299026545,01/03/2024 10:26:22
Temperature,Yes,14,66.9839275585935,01/03/2024 10:26:16
Temperature,Yes,59,26.65007503790728,01/03/2024 10:26:15
Temperature,Yes,81,0,01/03/2024 10:26:14
Temperature,Yes,42,10.394594473861572,01/03/2024 10:26:11
Temperature,Yes,36,25.235481195892778,01/03/2024 10:26:04
Temperature,Yes,92,78.6585733773621,01/03/2024 10:25:54
Temperature,Yes,34,82.46393335818932,01/03/2024 10:25:48
Temperature,Yes,52,69.3747074768765,01/03/2024 10:25:42
Temperature,Yes,83,83.3069584137354,01/03/2024 10:25:37
Temperature,Yes,85,11.90442048370619,01/03/2024 10:25:08
Temperature,Yes,34,83.54721171657675,01/03/2024 10:24:47
Temperature,Yes,1,0,01/03/2024 10:35:03
Temperature,Yes,1,10.246707143534955,01/03/2024 10:34:43
Temperature,Yes,97,78.23073915589696,01/03/2024 10:34:37
Temperature,Yes,1,19.723836473281395,01/03/2024 10:34:36
Temperature,Yes,99,81.22596220178279,01/03/2024 10:34:12
Temperature,Yes,3,13.95957376027801,01/03/2024 10:34:08
Temperature,Yes,99,76.40555317016175,01/03/2024 10:34:03
Temperature,Yes,97,79.28369733883622,01/03/2024 10:33:50
Temperature,Yes,95,72.20332896098348,01/03/2024 10:33:45
Temperature,Yes,97,79.28118355675531,01/03/2024 10:33:25
Temperature,Yes,98,93.19926829422724,01/03/2024 10:33:21
Temperature,Yes,98,77.71989053063538,01/03/2024 10:33:15
Temperature,Yes,0,16.683395368102257,01/03/2024 10:33:06
Temperature,Yes,2,29.086565260658205,01/03/2024 10:33:04
Temperature,Yes,98,88.39335847098134,01/03/2024 10:32:57
Temperature,Yes,96,75.21971971509431,01/03/2024 10:32:51
Temperature,Yes,2,8.445785059249548,01/03/2024 10:32:43
Temperature,Yes,1,0,01/03/2024 10:32:32
Temperature,Yes,94,65.23584796947162,01/03/2024 10:32:17
Temperature,Yes,97,64.10620739986331,01/03/2024 10:32:15
Temperature,Yes,4,31.65740525842642,01/03/2024 10:32:14
Temperature,Yes,2,0,01/03/2024 10:32:13
Temperature,Yes,4,27.694337746571094,01/03/2024 10:32:03
Temperature,Yes,95,82.6341636502535,01/03/2024 10:31:53
Temperature,Yes,96,83.78908548280585,01/03/2024 10:31:47
Temperature,Yes,98,73.49366849478938,01/03/2024 10:31:41
Temperature,Yes,97,87.17577927288097,01/03/2024 10:31:36
Temperature,Yes,1,15.637023326897625,01/03/2024 10:31:17
Temperature,Yes,97,87.30373995165434,01/03/2024 10:30:56
